pub,topic_code,topic_name,country,is_cn,year,func,scene,princ,in_degree
KR20200014861A,A61B5,身体诊断测量,韩国,0,2020,脑电图生物反馈训练,认知功能训练,将认知功能评估分数（MMSE）具有统计显著相关性的脑电图标记直接引入作为生物反馈训练指标|训练指标的每个改善水平与认知功能的评估水平相匹配,3.0
US2015038869A1,A61B5,身体诊断测量,美国,0,2012,提供参考信号来校准|测量EEG特征和任务组合随时间、跨多个状态或与规范数据库相比的变化|测量从认知或感觉任务中提取的候选特征|质量控制数据采集,脑活动分析|脑电图系统,分类、预后、诊断、监测或反应评估|诊断生物标志物评估受试者大脑的状态或功能,0.0
CA3142060A1,A61B5,身体诊断测量,加拿大,0,2019,接收脑电图数据|提取特征|计算投影内容评估值,封闭环境中投影内容评估,加权计算|脑电图能量值与评估指标的对应关系,1.0
US2009049089A1,G06F3,输入输出装置,美国,0,2006,基于在接收到输入后的预定时间段内事件相关电位的负向偏移量确定置信度|基于置信度确定要呈现给用户的内容|测量与用户脑电图的事件相关电位相关的信号,信息处理系统,事件相关电位的负向偏移量反映用户置信度,0.0
CN120392116A,G16H50,医学决策支持,中国,1,2025,信号采集|构建疲劳评估模型|疲劳评估|预处理,疲劳监测,基于疲态历史数据集构建疲劳评估模型,0.0
US2022273226A1,A61B5,身体诊断测量,美国,0,2019,接收脑电图数据|提取特征|根据相关性确定脑电能量值|脑电能量|计算投影内容评估值,封闭环境中的投影内容评估,多个权重加权计算|脑电图能量值与指标之间的相关性,0.0
US7945865B2,G06F3,输入输出装置,美国,0,2006,基于在接收到输入后的预定时间段内事件相关电位的负向偏移量确定置信度|基于置信度确定要呈现给用户的内容|测量与用户脑电图事件相关电位相关的信号,信息处理系统|信息处理装置,事件相关电位的负向偏移量反映用户置信度,5.0
EP4531685A4,A61B5,身体诊断测量,欧洲专利局,0,2023,EEG监测和评估|事件相关电位(ERP)测量|诱发和诱导的EEG振荡(ERO)测量|诱发心率、HRV和脉搏容积响应分析,疲劳监测|监测|精神状态评估|认知测试,事件相关电位(ERP)原理|光电体积描记术原理|诱发和诱导的EEG振荡(ERO)原理,0.0
CN109846478A,A61B5,身体诊断测量,中国,1,2019,脑电图数据处理|脑电特征提取|计算全脑脑电激活指数|采集脑电信号数据,治疗效果评估,经颅直流电刺激调节大脑皮层神经元活动|脑电特征反映大脑皮层兴奋性,6.0
CN109846478B,A61B5,身体诊断测量,中国,1,2019,磁刺激|脑电图数据采集|脑电数据处理|脑电特征提取|计算全脑脑电激活指数,大脑皮层兴奋性检测|治疗效果评估,经颅直流电刺激对大脑皮层神经元活动的调节机制|脑电特征反映大脑皮层兴奋性,0.0
CN118925061A,A61N1,电疗器械,中国,1,2024,实时采集EEG信号并进行预处理|建立基线数据|提取注意力相关特征|生成神经调控策略并执行|训练注意力状态评估模型,注意力评估,基于脑电信号的注意力状态评估等级|非侵入式经颅电刺激神经调控,6.0
CN118925061B,A61N1,电疗器械,中国,1,2024,实时采集EEG信号并进行预处理|建立基线数据|提取注意力相关特征|生成神经调控策略并执行|训练注意力状态评估模型,注意力评估,基于脑电信号的注意力状态评估等级|非侵入式经颅电刺激神经调控,0.0
KR1020230096378A,A61B5,身体诊断测量,韩国,0,2021,基于所提取的δ波信号、θ波信号和α波信号评估认知功能|提取δ波信号、θ波信号和α波信号,认知功能评估,基于脑电波的认知功能评估,1.0
WO2024262759A1,A61B5,身体诊断测量,世界知识产权组织,0,2024,测量事件相关电位信号|计算锁相值,认知功能评估,脑电波锁相值反映认知功能,0.0
CN113392733A,G06K9,图像识别,中国,1,2021,共享公共特征提取器|基于标签对齐的多源域自适应|局部和全局表示的域间分布对齐|非共享子特征提取器|预处理,临床诊断|基于EEG的认知状态识别|应用领域,域间分布对齐|多源域自适应|标签对齐|跨被试特征学习,21.0
CN113392733B,G06K9,图像识别,中国,1,2021,分阶段使用共享公共特征提取器和非共享子特征提取器|基于标签对齐的多源域自适应|局部和全局表示的域间分布对齐,临床诊断|基于EEG的认知状态识别|应用领域,多源域自适应|标签对齐|跨被试特征学习,0.0
CN113993449A,A61B5,身体诊断测量,中国,1,2020,测量脑电图信号|生成评估输出|确定情绪或认知状态的特性|计算EEG信号带中的功率|评估心理健康状态,心理健康评估,基于所确定的特性评估心理健康状态|通过计算EEG信号带中的功率分析EEG信号,2.0
EP3962348A4,A61B5,身体诊断测量,欧洲专利局,0,2020,基于特征评估心理健康状态|布置传感器测量EEG信号|生成评估输出|确定指示情绪或认知状态的特征|计算EEG信号频带中的功率,心理健康评估,EEG信号频带中的功率特征与情绪或认知状态相关|θ波最大功率的定时方差与等待时间相关,0.0
US8494610B2,A61B5,身体诊断测量,美国,0,2008,快速傅里叶变换|数据清理器机制过滤响应数据|测量中枢神经系统、自主神经系统和效应器数据|跨模态响应合成,娱乐|营销,中枢神经系统、自主神经系统和效应器数据,76.0
CN101711388A,G06F17,数据处理,中国,1,2008,分析|增强|测量|滤波,娱乐|营销,中枢神经系统、自主神经系统和效应器数据,10.0
US8392253B2,G06Q30,商业交易系统,美国,0,2008,分析神经响应数据|选择目标刺激材料,娱乐|营销,神经生理学|神经行为学,106.0
WO2008137579A1,A61B5,身体诊断测量,世界知识产权组织,0,2008,储存使用的品种的数据模型|分析|可视化|报告生成|神经响应数据采集|高效查询,神经-信息学储存库系统,,69.0
JP2010522941A,G06Q10,管理资源系统,日本,0,2008,帧内模态响应增强|数据清洁|跨形态应答合成,娱乐刺激分析|营销分析,中枢神经系统、自主神经系统和效应器数据,6.0
US8392254B2,A61B5,身体诊断测量,美国,0,2008,分析消费者体验的组件|神经响应测量|结合其他数据进行分析,消费者体验评估,神经响应测量评估消费者体验,90.0
CN112043266A,A61B5,身体诊断测量,中国,1,2020,3D固定板贴合头皮|弹簧装配结构实现电极稳定安放|梳状电极梳开头发|轨道结构及轨道固定板提供滑行轨迹,脑电采集,根据被试颅骨形状扫描打印的3D固定板使电极与头皮具有更好的贴合性|类梳结构更易梳开头发避免头发被压于电极及头皮之间造成电隔离,4.0
WO2016166740A1,A61B5,身体诊断测量,世界知识产权组织,0,2016,可伸缩电极引脚|弹性帽支撑|支撑构件可枢转连接,脑电图学,支撑构件枢转适应头皮曲面|通过可伸缩电极引脚同时接触头皮表面,17.0
US12131659B2,G09B5,视听教学,美国,0,2023,以感官形式提供记录数据|将信号与记录数据部分配对|将记录数据表示为索引序列|收集神经信号|根据信号分类重新组织记录数据|测量并分析信号,个性化数据教育,用户响应于记录数据的提供而诱发的电神经信号反映生理反应,0.0
CN114981759A,G06F3,输入输出装置,中国,1,2021,将神经响应与调制相关|提供具有特征调制的视觉刺激|测量对视觉刺激的神经响应,脑机接口,视觉刺激的特征调制与神经响应的相关性,2.0
WO2021140247A1,A61B5,身体诊断测量,世界知识产权组织,0,2021,提供具有特征调制的视觉刺激|测量脑信号|相关性分析,脑机接口,视觉刺激的特征调制与神经反应的相关性,6.0
WO2020037332A3,G09B7,教学测试,世界知识产权组织,0,2019,分析脑电波信号的特性|检测脑电波信号|生成注意力得分|确定成绩分数|调整刺激,个体差异|注意力评估|神经反馈训练,基于注意力得分和表现得分的组合调整刺激,0.0
WO2021125693A1,A61B5,身体诊断测量,世界知识产权组织,0,2020,短距离无线通信发送脑电波信息|选择性地减小外皮构件的周向长度,脑电波测量,通过连接线的连接电连接到测量电极,0.0
CN107088065B,A61B5,身体诊断测量,中国,1,2017,将弹性皮套内的空气排出一部分|按压弹性皮套|通过弹性皮套的变形调整本体与头部的接触位置和角度,,弹性皮套,0.0
US20020188217A1,A61B5,身体诊断测量,美国,0,2002,分析|测量,检测参与特定组织、行为或犯罪活动|检测认知缺陷|营销评估|认知功能评估|评估认知障碍治疗的功效,脑指纹图谱,160.0
KR102397139B1,A61B5,身体诊断测量,韩国,0,2022,使用柔性材料形成中空结构|将检测部与导电性树脂的基部结合|插入钩部|添加辅助部件,脑电测量,可拆卸结构|导电树脂的导电性|柔性材料适应性,2.0
WO2022251696A1,G16H40,医疗设备信息,世界知识产权组织,0,2022,实时连续分类|稳态视觉诱发电位分类|训练神经网络|运动想象分类,脑机接口|虚拟现实系统,穿透表皮微针电极|软电子器件集成,8.0
US2019290157A1,A61B5,身体诊断测量,美国,0,2018,传送控制数据信号|关联存储用户偏好数据|确定控制指令|配置阶段获取场所标识,脑电图控制系统,用户偏好学习与利用,0.0
KR102239984B1,A61B5,身体诊断测量,韩国,0,2019,功能连接矩阵生成|图论分析|神经网络学习,癫痫症状信息提供,图论分析原理|神经网络检测|静止状态脑电波分析,0.0
US20090118636A1,A61B5,身体诊断测量,美国,0,2008,分类系统|判别函数|多变量分析|实时Z分数,全脑EEG神经反馈训练,参考或规范数据库|算法|统计相关性|规则集,26.0
US9901278B1,A61B5,身体诊断测量,美国,0,2015,,脑电图记录,锚定电极|限制应用深度,0.0
US2021022636A1,A61B5,身体诊断测量,美国,0,2019,嵌入电极|电接触,头戴式设备,电极与头皮接触|神经生理学,0.0
US7844324B2,A61B5,身体诊断测量,美国,0,2007,从时间序列获得另外的信号数据|施加对应于刺激的时间基准|构造有效的信号模型|测试信号模型是否在刺激之后仍然是有效信号模型,意识障碍评估,基于信号模型在刺激前后的有效性测试来指示反应性,32.0
US2021085207A1,A61B5,身体诊断测量,美国,0,2020,头套附着到头皮上|电活动操纵,脑电图测量,,0.0
KR101748133B1,A61B5,身体诊断测量,韩国,0,2015,凹形拱形设计|预设间隔间隔开,脑电图,反映头部曲率,0.0
US2022054032A1,A61B5,身体诊断测量,美国,0,2020,共模脑电图信号抑制滤波器电路抑制共模信号|有源干电极电路放大,,共模抑制,0.0
US6445940B1,A61B5,身体诊断测量,美国,0,2000,在接地电极上施加脉冲或电压阶跃,放置在患者的头皮上以检测EEG系统中的脑电波,干电极,44.0
GB2447640A,G06F17,数据处理,英国,0,2007,处理脑电信号|确定睡眠阶段,睡眠监测,导电织物表面区域0.25-2平方英寸|干电极检测EEG信号,30.0
CN119606388A,A61B5,身体诊断测量,中国,1,2023,向采集电极和参考电极施加电压并获取电压差|通过位置相邻的一个参考电极和至少一个采集电极构成每个感应电极组,头戴式设备,减少因采集电极与参考电极的距离较远而导致的其他生理电信号对脑电信号的检测干扰,1.0
US2015018705A1,A61B5,身体诊断测量,美国,0,2014,接收振幅整合脑电图和范围脑电图测量|根据SEF、aEEG和rEEG测量值确定神经特征|确定频谱边缘频率测量值,治疗系统|神经状态评估,,0.0
US10322295B2,A61N1,电疗器械,美国,0,2016,治疗协议生成|空间图生成|频谱分析,神经系统电磁治疗,电磁场刺激|神经网络频率选择,3.0
US5730146A,A61B5,身体诊断测量,美国,0,1994,传输|信号采集|分析|报告|统计比较,脑电图分析|远程医疗,统计比较|脑图分析|计算机增强和扩展,163.0
US11490851B2,A61B5,身体诊断测量,美国,0,2017,多模态诊断|数据处理|监测脑活动,神经治疗|神经状态评估|神经诊断,,0.0
WO2024246871A1,A61B5,身体诊断测量,世界知识产权组织,0,2024,与人口统计学值的比较|响应于特定刺激序列的大脑的跟踪的电活动|基于EEG响应评估|对每个认知功能进行评分|随时间重复的评估比较,认知功能评估|认知疾病评估,N100反应|P200反应|P300反应,1.0
WO02100241A2,,,世界知识产权组织,0,2002,处理脑电信号|检测脑中的信息,广告有效性评估|教育训练评估|脑功能评价|认知疾病评估,注意力、信息处理和存储器相关应答|脑波与认知功能相关,40.0
US20150026195A1,G06F17,数据处理,美国,0,2012,多次呈现多个研究对象的图像作为视觉刺激|用单个指标进行定量表示|线性判别分析|脑电波分析,市场研究,事件相关电位的脑波数据处理,10.0
CA2809827C,A61B5,身体诊断测量,加拿大,0,2011,测量由视觉刺激诱发的信号|确定主导情绪特征|重复暴露、接收和存储,心理特性评估,呈现刺激后大脑活动最初时刻获得的反应,0.0
US20230127669A1,A61B5,身体诊断测量,美国,0,2022,处理信号以形成数字数据|多模式诊断|监测脑活动,神经治疗|神经诊断,,0.0
US20170258389A1,A61B5,身体诊断测量,美国,0,2017,多模态诊断|数据处理|监测大脑活动,神经治疗|神经状态评估|神经诊断,,40.0
US5363858A,A61B5,身体诊断测量,美国,0,1993,分析脑反应的多个特征|呈现刺激|检测、分析和应用记忆和编码相关多面脑电图响应|记录电生理脑反应,指挥计算机和机械设备,值得注意的刺激引发特定脑响应|响应与已知刺激的响应比较|响应在频域中的特征变化,175.0
US20100016753A1,A61B5,身体诊断测量,美国,0,2009,传输|处理|实时接收|捕获|显示|记录,便携式神经反馈,视觉反馈,35.0
US10390722B2,A61B5,身体诊断测量,美国,0,2014,分类分析|施加不同类型可感知的刺激|设置智力任务,,脑电图数据,1.0
US20190110726A1,A61B5,身体诊断测量,美国,0,2017,基于贝叶斯网络的框架|概率评估|比较预测的认知状态与实际的认知状态,任务执行过程中的认知状态分析|认知任务,生理响应测量认知状态|贝叶斯网络概率推理,10.0
US20150079578A1,G09B7,教学测试,美国,0,2013,定量脑电图(qeeg)|开发算法|绘制可视化图表|统计分析|计算分数,咨询|商业|教育,脑图分析|通过独立测试进行统计分析验证,106.0
US8224433B2,A61B5,身体诊断测量,美国,0,2009,MRI|基于数据库的工具|定量脑电图(QEEG)|相对于参考集有效地比较神经生理学信息|记录电生理脑反应,精神障碍治疗|远程医疗,利用神经生理学信息与精神障碍诊断方案的相关性较弱,26.0
US2024211033A1,G06F3,输入输出装置,美国,0,2019,佩戴在用户头部区域|测量由视觉刺激诱发的信号,用户头部区域,参考信号|干电极接触皮肤测量信号,0.0
JP2017076193A,G06T7,图像分析,日本,0,2015,基于相关度识别对象类别|提取视觉特征向量|生成基于受试者脑活动模式估计的估计视觉特征向量,脑功能评价,视觉特征向量与估计视觉特征向量之间的相关度,27.0
US20150112409A1,A61N1,电疗器械,美国,0,2014,处理与一个或多个已知数据集相关的数据|接收和获取患者数据|确定良好匹配的触发特定治疗方案|递送神经调节和生物反馈|重新迭代拟合优度确定,临床应用,拟合优度确定,56.0
US20150051663A1,A61N1,电疗器械,美国,0,2014,处理与一个或多个已知数据集相关的数据|接收和获取患者数据|确定良好匹配的触发特定治疗方案|递送神经调节和生物反馈|重新迭代拟合优度确定,临床应用,拟合优度确定,30.0
US12611132B2,A61B5,身体诊断测量,美国,0,2024,处理|显示|神经信号采集,指导诊断和治疗行动|脑机接口,薄膜皮层表面电极记录神经组织而不损伤这些组织,0.0
US2018184936A1,H04M1,电话设备,美国,0,2017,反馈信号|奖励确定|脑电信号采集|频率分布,神经反馈训练,当第一频带内脑电波信号量满足第一标准时确定奖励,0.0
US11751796B2,A61B5,身体诊断测量,美国,0,2017,反馈信号|奖励确定|脑电信号采集|频率分布,视频游戏,第一频带内脑电波信号量满足第一标准|频率分布,3.0
US20130185142A1,G06Q30,商业交易系统,美国,0,2012,基于神经响应数据确定共振|神经响应数据确定|脑电图数据收集|识别对象的精神行为属性|选择位置以包括广告,媒体内容分析|广告投放|广告时段的内容选择,脑电图数据,63.0
IN202441101346A,G06F3,输入输出装置,印度,0,2024,原型设计和开发|校准|用户测试|系统集成|练习会话,计算机导航,眼动追踪|脑机接口,0.0
WO2021086218A1,G06T1,图像处理基础,世界知识产权组织,0,2019,将当前模式与参考模式进行比较|校准系统以识别参考模式和信息特征|训练卷积人工神经网络,人脑与计算机之间的通信领域（脑机接口）|视觉分类任务,卷积人工神经网络识别所显示的视觉刺激|脑电信号处理,2.0
KR102492342B1,G06T11,图像生成,韩国,0,2021,改变潜在向量|脑电图数据收集|输入到基于神经网络的生成器|输出潜在向量,面部图像生成,正脑电图和负脑电图,0.0
KR102670028B1,A61B5,身体诊断测量,韩国,0,2022,使用学习的神经网络模型输出确定大脑活动类型的结果|使用脑电图分支提取脑电图特征|提取功能性近红外光谱特征|提取合成特征|收集脑电图信号和功能性近红外光谱信号,脑机接口系统,功能性近红外光谱引导注意力层|卷积层|基于脑电图特征和合成特征输出结果,0.0
KR20230120957A,A61B5,身体诊断测量,韩国,0,2022,fnirs特征提取|使用包括多个顺序连接的卷积层和功能性近红外光谱引导注意力层的合成分支基于脑电图信号和功能性近红外光谱信号提取合成特征|使用包括多个顺序连接的卷积层的脑电图分支从脑电图信号中提取脑电图特征|使用脑电图信号和功能性近红外光谱信号从学习的神经网络模型输出确定大脑活动类型的结果|基于脑电图特征和合成特征输出确定大脑活动类型的结果,脑机接口系统,功能性近红外光谱引导注意力层|卷积层|神经网络,0.0
US2023248317A1,A61B5,身体诊断测量,美国,0,2022,从EEG信号提取EEG特征|从fNIRS信号提取fNIRS特征|基于EEG信号和fNIRS信号提取融合特征|基于EEG特征和融合特征输出确定脑活动类型的结果|收集EEG信号和fNIRS信号,,神经网络,0.0
KR1020230120957A,A61B5,身体诊断测量,韩国,0,2022,使用EEG信号和fNIRS信号输出从学习的神经网络模型确定大脑活动的类型的结果|利用合成分支在脑电信号和fNIRS信号的基础上提取合成特征|收集EEG信号和fNIRS信号|采用fNIRS分支从fNIRS信号中提取fNIRS特征|采用脑电支路从脑电信号中提取脑电特征,脑机接口(BCI)系统,fNIRS分支包括多个依次连接的卷积层|合成分支包括多个依次连接的卷积层和fNIRS引导注意力(FGA)层|基于脑电特征和合成特征确定大脑活动类型|脑电支路包括多个依次连接的卷积层,6.0
US20060161072A1,A61B5,身体诊断测量,美国,0,2006,同时显示|监视患者状态并发送图像信息|脑电图监测|通过通信网络传输,脑电图测量,,13.0
US7460905B2,A61B5,身体诊断测量,美国,0,2006,同时显示脑电图信息和图像信息|监视患者状态以发送图像信息|脑电图监测,脑电图测量,,17.0
US20130332259A1,A61B5,身体诊断测量,美国,0,2013,事件相关电位测量计算|神经响应数据确定,娱乐|广告,事件相关电位|微分事件相关电位,58.0
CN115736920B,A61B5,身体诊断测量,中国,1,2022,多模态深度神经网络|最优模型识别|特征提取|特征融合,大范围筛查|抑郁状态识别,多模态融合|深度学习算法,0.0
CN115736920A,A61B5,身体诊断测量,中国,1,2022,多模态深度神经网络|机器学习技术|模态融合|特征提取|特征融合,大范围筛查|抑郁状态识别,多模态融合|深度学习机制,13.0
CN110602852A,H05B37,照明控制,中国,1,2019,编译灯光控制信号|脑电波信号处理|视频信号解析|音频信号解析,家庭影院,,16.0
CN121943344A,A61B5,身体诊断测量,中国,1,2025,LSTM网络解码|动态归一化处理|时间对齐|滑动步长|特征提取,脑机接口信号处理,独立优化器和参数|统一时间窗口和滑动步长|统计量随输入数据变化更新,0.0
CN110251124A,A61B5,身体诊断测量,中国,1,2019,FCM模型映射|小波变换|权值训练|频率分解,大脑皮层活动监测|脑网络分析,FCM模型|有效性脑网络模型|稳态脑网络,10.0
CN121287143A,A61B5,身体诊断测量,中国,1,2025,构建EEG-fNIRS多模态分类网络|构建EEG单模态网络|构建fNIRS单模态网络|构建训练数据集|预处理,脑机接口分类系统领域,脑电信号处理,0.0
KR20210090900A,G06F3,输入输出装置,韩国,0,2020,中继建立数据会话连接|从AR镜子内容中包含的多件衣服中提取选择信息|基于BCI的AR镜子信息提供服务器响应请求并发送开始传输命令|接收EEG信息并分析与视觉信息相对应的EEG信息,增强现实智能镜系统,脑机接口（BCI）技术,1.0
US10966625B2,A61B5,身体诊断测量,美国,0,2017,检测电图信号的第一特征和第二特征|测量脑活动|确定相位-振幅耦合的测量值|脑电信号处理|脑电图监测,植入式医疗设备,低频振荡与高频振荡的耦合|相位-振幅耦合,0.0
US20220101997A1,G16H50,医学决策支持,美国,0,2020,应用神经网络|生成时域表示|转移学习,心理健康评估,时域表示|神经网络|频域表示,5.0
US20070255127A1,A61B5,身体诊断测量,美国,0,2007,分配导电凝胶到导电基底附近|加压探头加压使导电基底朝向头皮,脑电图数据采集诊断,导电凝胶促进电通信|导电基座与头皮电连通检测EEG信号,80.0
WO2008115189A2,A61B5,身体诊断测量,世界知识产权组织,0,2007,分配电导电凝胶|加压探针强制电导电基座朝向头皮,脑电图数据收集|诊断,导电凝胶促进电通信,6.0
US2022015657A1,G06N3,神经网络,美国,0,2020,孪生神经网络处理|将网络输出提供给下游神经网络|生成网络输出,心理健康评估,孪生神经网络,0.0
KR20220064851A,G06F3,输入输出装置,韩国,0,2020,形成数据库|提取图像特征|提取特征|映射脑电图特征与图像特征|生成思维导图|获取脑电图识别数据,人机识别系统,生成对抗网络(GAN)|神经网络|长短期记忆模型(LSTM)编码器网络,0.0
CN118830845A,A61B5,身体诊断测量,中国,1,2024,图论分析|数据处理|数据收集|构建功能脑网络|诊断和评估,抑郁症辅助诊断,图论特征分析|相位锁定指数,2.0
KR20260011017A,G06N3,神经网络,韩国,0,2024,提取本体感觉数据|模型训练|预处理,手部运动轨迹恢复,言语想象生物信号和音素信息恢复学习,0.0
CN106709244A,G06F19,医疗信息处理,中国,1,2016,EEG信号预处理|fMRI信号预处理|主成分分析|典型相关分析|提取各脑区的BOLD信号|提取带限能量信号并构建回归项|脑功能网络建模,神经信号处理研究领域|静息态脑功能研究,主成分分析|典型相关分析|静息态同步EEG-fMRI,36.0
KR20190130808A,A61B5,身体诊断测量,韩国,0,2018,CNN网络|LSTM模块|特征融合|频谱图图像转换,情感分类,通过考虑EEG特征和面部图像特征的动机进行特征融合,28.0
US2019175040A1,A61N1,电疗器械,美国,0,2017,检测第一特征和第二特征|测量脑活动|确定相位-幅度耦合度量|脑电信号处理|脑电图监测,植入式医疗设备,低频振荡与高频振荡的耦合|相位-幅度耦合,0.0
KR20200030937A,A61B5,身体诊断测量,韩国,0,2018,倒谱运算|机器学习|神经网络学习,,倒谱系数与注意力指数的相关性,0.0
KR102184325B1,A61B5,身体诊断测量,韩国,0,2018,倒谱技术|倒谱运算|机器学习|神经网络,,倒谱系数与集中指数的相关性,0.0
US2022015659A1,G06K9,图像识别,美国,0,2020,使用神经网络处理脑电图数据的时频表示|提供给下游神经网络|深度学习|生成嵌入,心理健康评估,时频表示|神经网络嵌入,0.0
CN109770896A,A61B5,身体诊断测量,中国,1,2019,基于深度神经网络的fMRI解析模型|确定梦境状态|神经网络特征匹配计算|获取测试fMRI数据|采集脑电数据,图像分类|图像检测,概率判别|深度神经网络解析,5.0
CN106691378A,A61B5,身体诊断测量,中国,1,2016,卷积神经网络|学习脑电图|脑电图数据采集|脑电图特征提取|自动分类|递归神经网络,图像分类|视觉分类任务,基于人类大脑的特征执行自动化视觉分类|视觉对象刺激因素诱发的脑电图数据联合递归神经网络学习,49.0
CN113288147A,A61B5,身体诊断测量,中国,1,2021,上传CSV格式完整EEG信号数据|动态改变范式难度|反馈给Web移动智能终端进行可视化显示|处理并存储|实时采集EEG信号,脑功能评价|轻度认知障碍患者的康复训练,神经反馈,16.0
CN105816170A,A61B5,身体诊断测量,中国,1,2016,NIRS-EEG双模态脑功能检测|数据处理|数据波形显示|移动互联网数据传输|蓝牙信号传输,精神分裂症评估,NIRS与EEG技术实时获取脑功能信息,31.0
US12138064B2,A61N1,电疗器械,美国,0,2021,处理脑信号|检测第一特征和第二特征|测量脑活动|监测电描记信号|确定相位-振幅耦合的测量值,可植入医疗装置,低频振荡与高频振荡的耦合|相位-振幅耦合,0.0
US5846208A,A61B5,身体诊断测量,美国,0,1997,使用神经网络确定输出数据值|分配数据值|确定训练向量|获取EEG数据|训练神经网络|识别伪影,医疗目的,数据簇|神经网络,200.0
CN103325119A,G06T7,图像分析,中国,1,2013,功能连接度分析|提取频段内时间维度信息|提取默认态脑网络空间信息|模态融合|预处理,默认态脑网络中心节点检测,基于模态融合|脑区间功能连接度分析|默认态脑网络空间信息引导MEG时间维度信息提取,17.0
US10588561B1,A61B5,身体诊断测量,美国,0,2018,合并非并发EEG数据和RSfMRI数据|自动映射|非侵入性处理,切除神经外科手术|外科规划|映射癫痫网络,创建患者的功能脑网络|映射患者的癫痫/癫痫发作网络,25.0
CN118335312A,G16H50,医学决策支持,中国,1,2024,基于卷积和注意力机制的神经网络|特征融合|神经网络提取临床特征|神经网络提取特征,DOC患者类型区分|意识水平评估,临床特征|多模态特征融合|微状态特征|脑活动时频特征,6.0
IN202541058441A,G06N3,神经网络,印度,0,2025,卷积神经网络（CNN）|浅层卷积网络|深层卷积网络|深度学习|裁剪训练,辅助技术|运动康复,Dropout|批量归一化,0.0
US2022354411A1,A61B5,身体诊断测量,美国,0,2020,L1正则化约束|T-wMNE算法|分类器训练和测试|多通道EEG测量|建立脑网络|提取θ、α、β和γ节律|提取运动相关皮层电位(MRCP)|源定位|短时滑动窗口|确定导联场矩阵|统计检验|计算网络邻接矩阵|计算脑网络指标|计算锁相值(PLV)|逐次超松弛迭代|预处理,自然运动脑电图识别,T-wMNE算法|源定位|脑网络|逐次超松弛|锁相值(PLV),0.0
CN111528836A,A61B5,身体诊断测量,中国,1,2020,DDTF算法|串行融合|共平均参考|导联优选|支持向量机,MI-EEG特征提取|运动想象脑功能网络,动态定向传递函数|脑功能网络演化,2.0
CN111528836B,A61B5,身体诊断测量,中国,1,2020,DDTF算法|串行融合|共平均参考|导联优选|支持向量机,MI-EEG特征提取|运动想象脑功能网络,动态定向传递函数|脑功能网络演化,0.0
US20130150748A1,A61B5,身体诊断测量,美国,0,2011,模糊逻辑推理器合并EEG参数|神经网络在线实时估计模型参数|药物相互作用模型,意识水平评估,药物效应相互作用,15.0
CN119344734A,A61B5,身体诊断测量,中国,1,2024,双域深监督特征融合网络|时间注意模块|深度监督模块|特征融合模块|线性回归算法|频谱残差模块,飞行员注意力监测,PERCLOS值作为注意力水平量化指标|深度监督增强网络对特征细节的捕捉能力,0.0
CN119344734B,A61B5,身体诊断测量,中国,1,2024,分析EEG信号时序数据和频谱数据|基于EOG信号计算PERCLOS值|时间注意模块|构建双域深监督特征融合网络|深度监督模块|特征融合模块|采集EEG和EOG信号|频谱残差模块,飞行员注意力监测,深度监督|特征融合|线性回归,0.0
CN114947882A,A61B5,身体诊断测量,中国,1,2022,SVM分类|傅里叶变换|全连接层|卷积池化|卷积神经网络,大脑疲劳检测,DenseNet特征提取|SVM代替softmax层,5.0
CN118537654A,G06V10,图像特征提取,中国,1,2024,任务导向的特征适配网络|多视角特征表达及优选|时空视角特征提取网络|时频域视角特征提取网络|空间视角特征提取网络,脑-计算机交互作用,二维时频图像|基于大脑电极通道的功能连通性,5.0
US6272378B1,A61B5,身体诊断测量,美国,0,1999,特征压缩EEG信号|神经元网络分类|预处理,睡眠简档确定,互相关函数测量,183.0
KR20030017124A,A61B5,身体诊断测量,韩国,0,2001,EEG特征提取|FFT分析|FHSS接收|数字信号处理|数字滤波,RC汽车模型|玩偶|玩具,EEG参数与EOG参数组合|脑电波远程控制,22.0
WO2025189195A1,A61B5,身体诊断测量,世界知识产权组织,0,2025,合并并训练神经网络|基于观察到的模式与已知的新生儿癫痫发作模式之间的相关性|将EEG信号处理成多个频带,新生儿癫痫检测,模式相关性分析|神经网络检测数据异常,0.0
EP3718473A4,A61B5,身体诊断测量,欧洲专利局,0,2018,模型构建|特征值计算|计算脑网络值|评估相关性,脑网络活动估计,基于模块特征值与脑网络图像特征值的相关性,0.0
WO2019102901A1,A61B5,身体诊断测量,世界知识产权组织,0,2018,模型构建|特征值计算|计算每个模块的输出值|计算脑网络值|评估相关性,,基于模块特征值与脑网络图像特征值的相关性|网络活动估计,2.0
IN202521049991A,A61B5,身体诊断测量,印度,0,2025,人工智能驱动的多模态神经生理学询问|无线传输使用Wi-Fi|本地处理同步初始特征提取|深度神经网络（DNN）|蓝牙数据聚合,人机交互（HCI）|心理监测|教育|营销|驾驶员安全应用,DNN通过多模态输入分类情感|脑电活动模式涉及认知和情感过程|血管收缩与唤醒水平相关|面部表情是情感的有力指标,0.0
JP2019093008A,A61B5,身体诊断测量,日本,0,2017,同时测量和采集功能磁共振成像脑的测量数据|模型构建|特征值计算|评估特征之间的相关性,脑活动解码,网络活动估计,11.0
