pub,主题码,主题名,标题_中文,country,year
US10946165B2,C17,神经反馈刺激分析,使用非侵入性感觉通路刺激调节脑电波活动,美国,2016
US11583678B2,C17,神经反馈刺激分析,具有神经退行性疾病检测的神经刺激系统,美国,2020
US12496426B2,C17,神经反馈刺激分析,多模态动态夹带增强神经反馈系统,美国,2024
US12605548B2,C17,神经反馈刺激分析,脊髓刺激中的闭环控制,美国,2022
US12629073B2,C17,神经反馈刺激分析,用于从稳态视觉诱发电位向目标情感偏向注意提供神经反馈以治疗诸如焦虑和抑郁的治疗结果的系统和方法,美国,2023
US20040138578A1,C17,神经反馈刺激分析,用于实现认知-情绪简档变化的实时自适应系统的方法和系统,美国,2003
US20090036756A1,C17,神经反馈刺激分析,神经反应刺激与刺激属性共振估计器,美国,2008
US20090062629A1,C17,神经反馈刺激分析,使用受试者神经响应测量刺激放置系统,美国,2008
US20090062681A1,C17,神经反馈刺激分析,广告时段的内容选择与元标记,美国,2008
US20090063255A1,C17,神经反馈刺激分析,消费者体验评估系统,美国,2008
US20090082643A1,C17,神经反馈刺激分析,使用脑磁图分析营销和娱乐效果,美国,2008
US20090328089A1,C17,神经反馈刺激分析,受众反应测量和跟踪系统,美国,2008
US20100249636A1,C17,神经反馈刺激分析,电子游戏中个性化刺激的放置,美国,2009
US20110046504A1,C17,神经反馈刺激分析,分布式神经响应数据采集与分析,美国,2010
US20110270620A1,C17,神经反馈刺激分析,神经情感追踪系统,美国,2011
US20110282231A1,C17,神经反馈刺激分析,脑电图数据采集机制,美国,2010
US20110282232A1,C17,神经反馈刺激分析,神经反应数据同步,美国,2010
US20120108995A1,C17,神经反馈刺激分析,购买后神经反应评估,美国,2010
US2014163410A1,C17,神经反馈刺激分析,神经反馈治疗系统和方法,美国,2013
US2018075772A1,C17,神经反馈刺激分析,使用神经反馈监测学习表现,美国,2016
US2018132747A1,C17,神经反馈刺激分析,监测脑神经活动,美国,2016
US2019090776A1,C17,神经反馈刺激分析,改进的神经反馈设备,美国,2017
US2021031043A1,C17,神经反馈刺激分析,具有神经退行性疾病检测的神经刺激系统,美国,2020
US2023032492A1,C17,神经反馈刺激分析,脑机接口,美国,2021
US20240090810A1,C17,神经反馈刺激分析,用于提供来自稳态视觉诱发电位的神经反馈以靶向影响偏倚注意力以治疗诸如焦虑和抑郁的治疗结果的系统和方法,美国,2023
US63321650P0,C17,神经反馈刺激分析,脑机接口,美国,2022
US63325973P0,C17,神经反馈刺激分析,脑机接口,美国,2022
US63374509P0,C17,神经反馈刺激分析,神经反馈促进大脑相干性的方法,美国,2022
US6366813B1,C17,神经反馈刺激分析,闭环颅内刺激用于神经疾病的最佳控制的装置和方法,美国,1999
US7269456B2,C17,神经反馈刺激分析,对EEG神经反馈方案的重复视觉刺激,美国,2002
US8392255B2,C17,神经反馈刺激分析,广告时段的内容选择与元标记,美国,2008
US8484081B2,C17,神经反馈刺激分析,使用中枢神经系统、自主神经系统和效应器数据分析营销和娱乐效果,美国,2008
US9320900B2,C17,神经反馈刺激分析,用于确定神经调节治疗的对象特异性参数的方法和系统,美国,2006
US9764109B2,C17,神经反馈刺激分析,关联脑活动的方法,美国,2012
US9886981B2,C17,神经反馈刺激分析,基于神经反馈的刺激压缩设备,美国,2008
WO2008141340A1,C17,神经反馈刺激分析,听众响应测量和跟踪系统,世界知识产权组织,2008
WO2008154410A1,C17,神经反馈刺激分析,多-市场程序和商业响应监控系统使用神经-响应测量,世界知识产权组织,2008
WO2014116826A1,C17,神经反馈刺激分析,移动式神经辅助个人助理,世界知识产权组织,2014
WO2019111062A1,C17,神经反馈刺激分析,脑电听觉和视觉刺激注意力监测器,世界知识产权组织,2018
WO2022117395A1,C17,神经反馈刺激分析,通过神经反馈监测进行个性化注意力偏差修正处理的方法和系统,世界知识产权组织,2021
WO2024050545A2,C17,神经反馈刺激分析,用于促进大脑协同性的神经反馈的系统、设备和方法,世界知识产权组织,2023
WO2024050545A3,C17,神经反馈刺激分析,用于促进大脑协调的神经反馈系统、设备和方法,世界知识产权组织,2023
WO2024197268A1,C17,神经反馈刺激分析,多模态动态夹带增强神经反馈系统,世界知识产权组织,2024
WO2025055849A1,C17,神经反馈刺激分析,使用功能神经成像和机器学习检测和预测神经认知能力下降,世界知识产权组织,2024
WO9001897A1,C17,神经反馈刺激分析,装置用于翻译所述的EEG成音乐,世界知识产权组织,1988
CN104689470A,C18,神经刺激同步递送,一种植入式神经刺激系统,中国,2015
CN106874672A,C18,神经刺激同步递送,一种显示脑电图数据的方法及移动终端,中国,2017
CN106874672B,C18,神经刺激同步递送,一种显示脑电图数据的方法及移动终端,中国,2017
CN108379736B,C18,神经刺激同步递送,能消除背景电压影响的脑神经刺激装置,中国,2015
CN110381814A,C18,神经刺激同步递送,用于神经刺激干预到神经生理活动的低延迟自动化闭环同步的方法,中国,2018
CN117180612A,C18,神经刺激同步递送,植入式电极、刺激器及其控制方法、存储介质,中国,2023
CN117180612B,C18,神经刺激同步递送,植入式电极、刺激器及其控制方法、存储介质,中国,2023
DE102012002437A1,C18,神经刺激同步递送,装置和程序用于该测量的一种invasiven，电和desynchronisierenden神经刺激,德国,2012
ES2342249B1,C18,神经刺激同步递送,用于呈现触觉刺激并同时记录脑电图的装置,其他,2008
US10953230B2,C18,神经刺激同步递送,神经刺激器和用于响应于预测的或检测的神经生理状况而递送刺激的方法,美国,2017
US11896852B2,C18,神经刺激同步递送,闭环无创经颅刺激和神经活动记录系统及方法,美国,2020
US11992685B2,C18,神经刺激同步递送,用于响应于预测或检测到的神经生理状况而递送刺激的神经刺激器和方法,美国,2021
US12239833B2,C18,神经刺激同步递送,自适应闭环DBS刺激控制,美国,2024
US12638918B2,C18,神经刺激同步递送,基于脑电图的用户界面用于虚拟和增强现实系统,美国,2024
US20020072770A1,C18,神经刺激同步递送,减少癫痫发作的电刺激策略,美国,2001
US20020077670A1,C18,神经刺激同步递送,用于可植入装置的刺激信号发生器,美国,2001
US20070233192A1,C18,神经刺激同步递送,一种迷走神经刺激方法,美国,2007
US20120191158A1,C18,神经刺激同步递送,迷走神经刺激法,美国,2012
US20150018898A1,C18,神经刺激同步递送,用于校准侵入式电去同步神经刺激的装置和方法,美国,2013
US20150297444A1,C18,神经刺激同步递送,用于校准非侵入性去同步神经刺激的装置和方法,美国,2013
US20160008620A1,C18,神经刺激同步递送,使用电磁脉冲进行治疗性脑刺激的方法和系统,美国,2015
US20160331968A1,C18,神经刺激同步递送,皮质视觉假体,美国,2016
US2020329884A1,C18,神经刺激同步递送,生物反馈椅系统,美国,2020
US20220111222A1,C18,神经刺激同步递送,具有随机可变脉冲间隔的磁刺激,美国,2021
US20230071069A1,C18,神经刺激同步递送,电、磁神经调控,美国,2022
US20250242167A1,C18,神经刺激同步递送,使用基于全局优化的时间预测的闭环神经刺激,美国,2023
US5938689A,C18,神经刺激同步递送,用于脑神经起搏的电极结构,美国,1998
US6466822B1,C18,神经刺激同步递送,多模式神经刺激器及其使用方法,美国,2000
US7174213B2,C18,神经刺激同步递送,减少癫痫发作的电刺激策略,美国,2001
US8150508B2,C18,神经刺激同步递送,迷走神经刺激法,美国,2007
US8280505B2,C18,神经刺激同步递送,迷走神经刺激法,美国,2009
US9220897B2,C18,神经刺激同步递送,可植入铅,美国,2013
US9289599B2,C18,神经刺激同步递送,迷走神经刺激法,美国,2012
US9440064B2,C18,神经刺激同步递送,用于颅骨/大脑接口系统、方法和装置,美国,2014
US9486389B2,C18,神经刺激同步递送,用于校准非侵入性去同步神经刺激的装置和方法,美国,2013
WO2008025048A3,C18,神经刺激同步递送,借助脑电图或皮层电图控制设备的方法和装置,世界知识产权组织,2007
WO2013117656A2,C18,神经刺激同步递送,设备和方法用于校准侵入性失电neurostimulation,世界知识产权组织,2013
WO2023147514A1,C18,神经刺激同步递送,用于随机化协调重置深部脑刺激的系统和方法,世界知识产权组织,2023
ATE1625331T1,C19,脑机接口交互控制,使用心理状态的物理检测对直接神经接口进行自适应学习的方法,其他,2021
CA3214642A1,C19,脑机接口交互控制,使用稳态运动视觉诱发电位的增强现实异步脑机接口,加拿大,2022
CN103955269A,C19,脑机接口交互控制,一种基于虚拟现实环境的智能眼镜脑-机接口方法,中国,2014
CN108970109A,C19,脑机接口交互控制,一种基于意念控制的虚拟现实游戏的方法、装置和系统,中国,2018
CN109460144A,C19,脑机接口交互控制,一种基于发声神经电位的脑机接口控制系统及方法,中国,2018
CN109483572A,C19,脑机接口交互控制,-,中国,2018
CN109483572B,C19,脑机接口交互控制,-,中国,2018
CN110442244A,C19,脑机接口交互控制,-,中国,2019
CN112201324A,C19,脑机接口交互控制,一种脑机接口康复训练系统及方法,中国,2020
CN113413157A,C19,脑机接口交互控制,一种在颅骨上构建的智能交互平台,中国,2021
CN113413157B,C19,脑机接口交互控制,一种在颅骨上构建的智能交互平台,中国,2021
CN113589941A,C19,脑机接口交互控制,一种脑机接口系统,中国,2021
CN114447725B,C19,脑机接口交互控制,-,中国,2021
CN116212231A,C19,脑机接口交互控制,一种基于脑机接口的经颅直流电刺激记忆增强方法,中国,2023
CN116212231B,C19,脑机接口交互控制,-,中国,2023
CN117493774A,C19,脑机接口交互控制,一种类听觉系统驱动的脑机接口听觉空间注意力检测系统,中国,2023
CN117493774B,C19,脑机接口交互控制,一种类听觉系统驱动的脑机接口听觉空间注意力检测系统,中国,2023
CN118592963A,C19,脑机接口交互控制,-,中国,2024
CN120353998A,C19,脑机接口交互控制,-,中国,2025
CN121059966A,C19,脑机接口交互控制,-,中国,2025
CN122111663A,C19,脑机接口交互控制,-,中国,2026
EP3629912A1,C19,脑机接口交互控制,具有电生理传感器的可穿戴计算设备,欧洲专利局,2018
EP4193909A1,C19,脑机接口交互控制,脑机接口系统,欧洲专利局,2021
EP4579401A1,C19,脑机接口交互控制,脑机接口设备的控制方法及装置，以及脑机接口设备,欧洲专利局,2024
EP4701716A1,C19,脑机接口交互控制,用于恢复运动功能和促进神经康复的神经调节/神经刺激系统,欧洲专利局,2024
IL274608A,C19,脑机接口交互控制,与脑活动快速解码协同的交互式电子内容递送方法,以色列,2020
IL274608A0,C19,脑机接口交互控制,与大脑活动快速解码协调的交互式电子内容交付,以色列,2020
IL274608B1,C19,脑机接口交互控制,与脑活动快速解码协同的交互式电子内容递送方法,以色列,2020
IL274608B2,C19,脑机接口交互控制,与脑活动快速解码协同的交互式电子内容递送方法,以色列,2020
IN202111017446A,C19,脑机接口交互控制,基于应用程序的系统和方法，从人的视觉和对话中生成图像，使用EEG耳机,印度,2021
IN202111028383A,C19,脑机接口交互控制,使用EEG头戴设备和辅助外骨骼的改进的脑卒中康复系统和方法,印度,2021
IN202421079453A,C19,脑机接口交互控制,神经动力学知情机器学习以提升脑机接口性能,印度,2024
IN202424100061A,C19,脑机接口交互控制,脑机接口设备的控制方法及装置，以及脑机接口设备,印度,2024
IN202441101346A,C19,脑机接口交互控制,结合眼动追踪的混合式脑电图脑机接口用于计算机导航中的光标控制,印度,2024
IN202541098688A,C19,脑机接口交互控制,一种基于脑机接口控制外骨骼的神经康复系统及方法,印度,2025
IN202641068096A,C19,脑机接口交互控制,用于辅助机器人控制的帧同步嵌套混合脑机接口,印度,2026
JP2021504853A,C19,脑机接口交互控制,发送与脑活动快速解码相关联的交互式电子内容,日本,2018
KR1020170143062A,C19,脑机接口交互控制,该装置与眼镜的脑-机接口的智能控制模块,韩国,2016
KR1020180006573A,C19,脑机接口交互控制,形成多体验的装置和方法,韩国,2016
KR1020230162116A,C19,脑机接口交互控制,使用稳态运动视觉诱发电位的AR中的异步脑机接口,韩国,2022
KR102149615B1,C19,脑机接口交互控制,脑机接口学习系统及其方法,韩国,2019
KR20180045278A,C19,脑机接口交互控制,基于生物传感器的虚拟现实认知康复系统,韩国,2016
KR20250067429A,C19,脑机接口交互控制,利用脑机接口技术检测最小意识状态患者脑反应的系统和方法,韩国,2023
US11025981B2,C19,脑机接口交互控制,促进具有脑-计算机交互作用的全景视频流,美国,2019
US11558653B2,C19,脑机接口交互控制,利用脑机交互促进全景视频流式传输,美国,2021
US11662816B2,C19,脑机接口交互控制,结合脑活动快速解码的交互式电子内容递送,美国,2018
US12147603B2,C19,脑机接口交互控制,与大脑活动快速解码协调的交互式电子内容交付,美国,2023
US12167066B2,C19,脑机接口交互控制,利用脑机交互促进全景视频流,美国,2022
US12447349B2,C19,脑机接口交互控制,脑-计算机接口系统,美国,2021
US12572208B1,C19,脑机接口交互控制,具有深度学习功能的脑机接口（BCI）系统，用于通过电信网络传输通信,美国,2025
US2014303511A1,C19,脑机接口交互控制,脑电图中的单次试验检测,美国,2014
US2014354532A1,C19,脑机接口交互控制,通过意图在增强现实中操纵虚拟对象,美国,2013
US20200330749A1,C19,脑机接口交互控制,颅骨内脑机接口系统及其制造、植入和使用的系统和方法,美国,2018
US20200356171A1,C19,脑机接口交互控制,与大脑活动快速解码协调的交互式电子内容交付,美国,2018
US20210250638A1,C19,脑机接口交互控制,促进具有脑-计算机交互作用的全景视频流,美国,2021
US2022176136A1,C19,脑机接口交互控制,脑机接口系统,美国,2021
US2022326771A1,C19,脑机接口交互控制,使用稳态运动视觉诱发电位的增强现实异步脑机接口,美国,2022
US20230121616A1,C19,脑机接口交互控制,利用脑机交互促进全景视频流式传输,美国,2022
US2023259208A1,C19,脑机接口交互控制,与脑活动快速解码协调的交互式电子内容传递,美国,2023
US2024288940A1,C19,脑机接口交互控制,使用稳态运动视觉诱发电位的增强现实异步脑机接口,美国,2024
US20250216942A1,C19,脑机接口交互控制,脑机接口设备的控制方法及装置，以及脑机接口设备,美国,2024
US20250273078A1,C19,脑机接口交互控制,神经反馈训练输出脑区现实的方法,美国,2024
US60476507P0,C19,脑机接口交互控制,基于脑机接口的通信方法,美国,2003
US62873745P0,C19,脑机接口交互控制,具有皮下无线中继和外部可佩戴通信和电源装置的脑植入物,美国,2019
US7546158B2,C19,脑机接口交互控制,基于脑机接口的通信方法,美国,2004
US9354702B2,C19,脑机接口交互控制,通过思维操纵增强现实中的虚拟对象,美国,2013
US9996155B2,C19,脑机接口交互控制,通过思维操纵增强现实中的虚拟对象,美国,2016
US9996983B2,C19,脑机接口交互控制,基于意图的增强现实中虚拟对象操控,美国,2016
WO03073175A2,C19,脑机接口交互控制,智能监控系统的方法和系统,世界知识产权组织,2003
WO2011150407A3,C19,脑机接口交互控制,基于手机的无线和移动脑-机器接口,世界知识产权组织,2011
WO2019104008A1,C19,脑机接口交互控制,与大脑活动快速解码协调的交互式电子内容交付,世界知识产权组织,2018
WO2019130248A1,C19,脑机接口交互控制,颅骨内脑机接口系统及其制造、植入和使用的系统和方法,世界知识产权组织,2018
CN114652532A,C20,脑控轮椅交互系统,基于ssvep与注意力检测的多功能脑控轮椅系统,中国,2022
CN114652532B,C20,脑控轮椅交互系统,基于ssvep与注意力检测的多功能脑控轮椅系统,中国,2022
EP4531786A1,C20,脑控轮椅交互系统,移动系统及相关控制器、方法、软件和计算机可读介质,欧洲专利局,2022
GR1010460B,C20,脑控轮椅交互系统,移动系统及相关控制器、方法、软件和计算机可读介质,其他,2022
IN202541125672A,C20,脑控轮椅交互系统,基于视网膜图像、摄像头及脑电图信号的轮椅运动控制系统,印度,2025
IN202641038960A,C20,脑控轮椅交互系统,无创脑电图脑机接口机器人控制系统，具备自适应眨眼检测和移动辅助功能,印度,2026
KR20180000768A,C20,脑控轮椅交互系统,HMD头戴设备及其输入方法,韩国,2016
US11738192B2,C20,脑控轮椅交互系统,神经刺激装置,美国,2022
US2020281530A1,C20,脑控轮椅交互系统,可调节电极头戴设备,美国,2019
US2021015392A1,C20,脑控轮椅交互系统,深部颅内电极、脑电图仪及其制造方法,美国,2019
US2025344989A1,C20,脑控轮椅交互系统,移动系统及相关控制器、方法、软件和计算机可读介质,美国,2022
US9885869B2,C20,脑控轮椅交互系统,思考与缩放,美国,2015
CN106355189A,C21,多模态脑电融合分析,基于灰建模的EEG-fMRI融合方法,中国,2015
CN107887031A,C21,多模态脑电融合分析,基于同步筛选的脑区间耦合分析方法,中国,2017
CN109069052A,C21,多模态脑电融合分析,用于脑电图与振荡电光相关事件和运动行为的模拟同步的模块化装置和方法,中国,2017
CN109214259A,C21,多模态脑电融合分析,基于EEG信号锁相调制的共同空间模式方法,中国,2017
CN109222965A,C21,多模态脑电融合分析,一种同步EEG-fMRI的在线去伪迹方法,中国,2018
CN113040789A,C21,多模态脑电融合分析,一种同步EEG-fMRI数据采集中核磁伪迹的在线去除方法,中国,2021
CN114449949A,C21,多模态脑电融合分析,用于功能性磁共振图像数据采集的系统,中国,2020
CN114781441A,C21,多模态脑电融合分析,EEG运动想象分类方法及多空间卷积神经网络模型,中国,2022
CN115211868A,C21,多模态脑电融合分析,融合Topomap图像识别与fMRI结合的高精度EEG识别系统,中国,2022
CN115211868B,C21,多模态脑电融合分析,融合Topomap图像识别与fMRI结合的高精度EEG识别系统,中国,2022
CN120067843A,C21,多模态脑电融合分析,基于聚合感知增强卷积Transformer网络的EEG信号解码方法、装置、设备和介质,中国,2025
CN120196869A,C21,多模态脑电融合分析,-,中国,2025
EP270535B1,C21,多模态脑电融合分析,脑电图的注意，监视器,欧洲专利局,1986
EP3430997A4,C21,多模态脑电融合分析,用于脑电图与发光事件，电性质的振荡事件和运动行为事件的类似同步的模块化设备和方法,欧洲专利局,2017
EP3785625A1,C21,多模态脑电融合分析,用于集成EEG功能的磁共振图像数据采集的系统,欧洲专利局,2019
EP4021291B1,C21,多模态脑电融合分析,用于功能磁共振图像数据采集的系统,欧洲专利局,2020
JP2024531871A,C21,多模态脑电融合分析,基于精神图像的神经反馈改善认知功能,日本,2022
JP63500434A,C21,多模态脑电融合分析,用于评估感兴趣的视觉刺激的方法和装置,日本,1986
JP7766173B2,C21,多模态脑电融合分析,基于精神图像的神经反馈改善认知功能,日本,2022
KR100740881B1,C21,多模态脑电融合分析,EEG的同步数据的装置和方法在相同的事件，和EEG分析系统的使用及其,韩国,2005
KR1020230120957A,C21,多模态脑电融合分析,确定脑活动的方法和实施该方法的电子设备,韩国,2022
RU2013110218A,C21,多模态脑电融合分析,θ的增加的EEG活性的方法-，α-节律脑,俄罗斯,2013
US10588561B1,C21,多模态脑电融合分析,用于映射癫痫网络和外科规划的非侵入性系统和方法,美国,2018
US10743790B2,C21,多模态脑电融合分析,基于脑活动的主观显著性评估工具,美国,2011
US11009952B2,C21,多模态脑电融合分析,用于计算机控制的脑电图接口,美国,2020
US11517245B2,C21,多模态脑电融合分析,数据同步的方法和系统,美国,2019
US11633139B2,C21,多模态脑电融合分析,自容式脑电记录系统,美国,2022
US12178616B2,C21,多模态脑电融合分析,确定脑活动的方法和执行该方法的电子设备,美国,2022
US20020117176A1,C21,多模态脑电融合分析,麻醉控制系统,美国,2001
US20030158495A1,C21,多模态脑电融合分析,基于颜色的神经反馈,美国,2002
US20040210156A1,C21,多模态脑电融合分析,基于颜色的神经反馈,美国,2004
US20090156954A1,C21,多模态脑电融合分析,用于评估注意缺陷的方法、装置和计算机程序产品,美国,2008
US20110184307A1,C21,多模态脑电融合分析,用于使EEG与辅助输出，特别是视频同步的系统,美国,2009
US20110237923A1,C21,多模态脑电融合分析,用于检测EEG信号干电极和用于保持所述干电极的附接装置,美国,2010
US20120184869A1,C21,多模态脑电融合分析,一种脑电信号处理方法,美国,2011
US2019104960A1,C21,多模态脑电融合分析,用于模拟脑电图与振荡电光相关事件及运动行为同步的模块化设备和方法,美国,2017
US2020352464A1,C21,多模态脑电融合分析,将神经电测量与诊断内容呈现同步,美国,2020
US20220110578A1,C21,多模态脑电融合分析,用于触发用于诱发脑反应分析的刺激的方法和装置,美国,2021
US20220313135A1,C21,多模态脑电融合分析,用于测量EEG信号的方法和系统,美国,2020
US20220317215A1,C21,多模态脑电融合分析,用于功能磁共振图像数据采集的系统,美国,2020
US2022354411A1,C21,多模态脑电融合分析,基于源定位和脑网络的自然运动脑电图识别方法,美国,2020
US2025213170A1,C21,多模态脑电融合分析,多任务学习识别神经活动及其应用,美国,2024
US4579125A,C21,多模态脑电融合分析,实时脑电频谱分析仪,美国,1984
US4955388A,C21,多模态脑电融合分析,脑电图注意力监视器,美国,1987
US5445162A,C21,多模态脑电融合分析,用于在磁共振成像期间记录脑电图设备和方法,美国,1993
US5846208A,C21,多模态脑电融合分析,用于评估EEG数据的方法和装置,美国,1997
US6236885B1,C21,多模态脑电融合分析,将显示刺激与测试对象对该刺激的响应相关联的系统,美国,1999
US6625485B2,C21,多模态脑电融合分析,对人的警觉性进行量化的方法,美国,2002
US6795724B2,C21,多模态脑电融合分析,基于颜色的神经反馈,美国,2002
US7035686B2,C21,多模态脑电融合分析,基于颜色的神经反馈,美国,2004
US7403814B2,C21,多模态脑电融合分析,用于评估注意缺陷的方法、装置和计算机程序产品,美国,2003
US8340752B2,C21,多模态脑电融合分析,用于评估注意缺陷的方法、装置和计算机程序产品,美国,2008
WO2004034870A2,C21,多模态脑电融合分析,EEG系统用于时间-定标表示,世界知识产权组织,2003
WO2013080992A1,C21,多模态脑电融合分析,EEG测量电极，EEG测量部件，和EEG测量装置。,世界知识产权组织,2012
WO2019046799A1,C21,多模态脑电融合分析,一种托管移动接入高分辨率脑电图数据的方法,世界知识产权组织,2018
WO2019101931A1,C21,多模态脑电融合分析,用于检测脑电图响应的具有可穿戴传感器的系统,世界知识产权组织,2018
WO2020255142A3,C21,多模态脑电融合分析,用于测量EEG信号的方法和系统,世界知识产权组织,2020
WO2022204726A1,C21,多模态脑电融合分析,基于脑电(EEG)的经颅磁刺激(TMS)治疗,世界知识产权组织,2022
AU2014275184A1,C22,脑机虚拟交互控制,通过意图在增强现实中操纵虚拟对象,澳大利亚,2014
AU2014275189A1,C22,脑机虚拟交互控制,通过思维操控增强现实中的虚拟对象,澳大利亚,2014
CN104853287A,C22,脑机虚拟交互控制,一种基于便携式脑电波感应耳机的音乐终端实时交互系统,中国,2015
CN107329571A,C22,脑机虚拟交互控制,-,中国,2017
CN107329571B,C22,脑机虚拟交互控制,-,中国,2017
CN107479696A,C22,脑机虚拟交互控制,基于p300范式虚拟现实脑‑机接口系统和实现方法,中国,2017
CN110502101A,C22,脑机虚拟交互控制,基于脑电信号采集的虚拟现实交互方法及装置,中国,2019
CN114003129B,C22,脑机虚拟交互控制,-,中国,2021
CN114637396A,C22,脑机虚拟交互控制,一种基于ssvep的虚拟现实交互系统及其控制方法,中国,2022
CN116841387A,C22,脑机虚拟交互控制,-,中国,2023
CN119248115A,C22,脑机虚拟交互控制,一种基于生成式大模型的脑机接口交互系统,中国,2024
EP3048955A2,C22,脑机虚拟交互控制,生理参数测量和反馈系统,欧洲专利局,2014
EP3863276A1,C22,脑机虚拟交互控制,通过意图在增强现实中操纵虚拟对象,欧洲专利局,2014
EP3903323A4,C22,脑机虚拟交互控制,用于建模神经活动的系统和方法,欧洲专利局,2020
KR20210090900A,C22,脑机虚拟交互控制,脑机接口链接的增强现实智能镜系统及提供镜像的方法,韩国,2020
RU2798703C1,C22,脑机虚拟交互控制,认知与言语障碍患者的社会适应方法,俄罗斯,2021
US2014354534A1,C22,脑机虚拟交互控制,通过思维在增强现实中操纵虚拟对象,美国,2013
US2016246371A1,C22,脑机虚拟交互控制,通过思维操纵增强现实中的虚拟对象,美国,2016
US2019294244A1,C22,脑机虚拟交互控制,脑电图控制可控设备,美国,2018
US20220125368A1,C22,脑机虚拟交互控制,用于建模神经活动的系统和方法,美国,2020
US5571057A,C22,脑机虚拟交互控制,用于改变视觉图像序列的装置和方法,美国,1994
US9383819B2,C22,脑机虚拟交互控制,基于意图的增强现实中虚拟对象操控,美国,2013
US9824607B1,C22,脑机虚拟交互控制,基于潜意识决策相关刺激的脑机接口以提取用户意图,美国,2013
WO2014197392A1,C22,脑机虚拟交互控制,通过思维操控增强现实中的虚拟对象,世界知识产权组织,2014
WO2016080341A1,C22,脑机虚拟交互控制,使用脑电图的相似性评价方法，评价装置，评价系统和程序,世界知识产权组织,2015
WO2017215177A1,C22,脑机虚拟交互控制,一种虚拟现实中内容交互的方法和装置,世界知识产权组织,2016
WO2019133609A1,C22,脑机虚拟交互控制,用于计算机控制的脑电图接口,世界知识产权组织,2018
CN105487676A,C23,生物信号虚拟交互,具有基于头部生物电信号的人机交互功能的虚拟现实设备,中国,2016
CN111447536A,C23,生物信号虚拟交互,助听装置及其控制方法,中国,2014
CN111447536B,C23,生物信号虚拟交互,助听装置及其控制方法,中国,2014
CN113995411A,C23,生物信号虚拟交互,一种小型便携式多模态鉴赏评估系统及方法,中国,2021
EP3714353A1,C23,生物信号虚拟交互,生物电位唤醒词,欧洲专利局,2018
KR1020210022944A,C23,生物信号虚拟交互,基于生物信号的化身控制系统及方法,韩国,2019
KR102072444B1,C23,生物信号虚拟交互,可附接到头戴式显示器设备并从其拆卸的生物信号测量设备及其使用方法,韩国,2018
KR102313622B1,C23,生物信号虚拟交互,基于生物信号的虚拟形象控制系统和方法,韩国,2019
KR102439557B1,C23,生物信号虚拟交互,利用生物信号的VR内容提供系统,韩国,2020
KR20180058870A,C23,生物信号虚拟交互,用于脑健康多模态生理评估的外形因素,韩国,2014
KR20210022944A,C23,生物信号虚拟交互,基于生物信号的虚拟形象控制系统及方法,韩国,2019
US10452144B2,C23,生物信号虚拟交互,具有电生理传感器的可穿戴计算设备,美国,2018
US10942568B2,C23,生物信号虚拟交互,具有电生理传感器的可穿戴计算设备,美国,2019
US11520404B2,C23,生物信号虚拟交互,具有电生理传感器的可穿戴计算设备,美国,2021
US11609632B2,C23,生物信号虚拟交互,基于生物信号的化身控制系统和方法,美国,2019
US11727792B2,C23,生物信号虚拟交互,光电生物电位控制器,美国,2019
US12248630B2,C23,生物信号虚拟交互,具有电生理传感器的可穿戴计算设备,美国,2023
US12564649B2,C23,生物信号虚拟交互,用于虚拟现实交互的界面材料及其制备方法,美国,2022
US2018348863A1,C23,生物信号虚拟交互,具有电生理传感器的可穿戴计算设备,美国,2018
US2019155226A1,C23,生物信号虚拟交互,生物电位唤醒词,美国,2017
US2020019243A1,C23,生物信号虚拟交互,具有电生理传感器的可穿戴计算设备,美国,2019
US20210055794A1,C23,生物信号虚拟交互,基于生物信号的化身控制系统及方法,美国,2019
US2021022636A1,C23,生物信号虚拟交互,生物信号检测头带,美国,2019
US2021142657A1,C23,生物信号虚拟交互,光电生物电位控制器,美国,2019
US2023070122A1,C23,生物信号虚拟交互,具有电生理传感器的可穿戴计算设备,美国,2022
US2024045503A1,C23,生物信号虚拟交互,具有电生理传感器的可穿戴计算设备,美国,2023
US2025208711A1,C23,生物信号虚拟交互,具有电生理传感器的可穿戴计算设备,美国,2025
US4557270A,C23,生物信号虚拟交互,心内直视手术的脑电图系统,美国,1983
WO2019103841A1,C23,生物信号虚拟交互,生物电位唤醒词,世界知识产权组织,2018
WO2021096559A1,C23,生物信号虚拟交互,光电生物电位控制器,世界知识产权组织,2020
CN104225790A,C24,闭环神经调控系统,闭环神经刺激系统,中国,2014
CN113426007A,C24,闭环神经调控系统,一种用于上肢功能恢复的闭环硬脊膜外电刺激系统,中国,2021
CN119345607A,C24,闭环神经调控系统,一种脑部、脊髓与腰骶部协同干预的闭环神经调控系统,中国,2024
CN119345607B,C24,闭环神经调控系统,一种脑部、脊髓与腰骶部协同干预的闭环神经调控系统,中国,2024
CN120093306A,C24,闭环神经调控系统,-,中国,2025
CN120459532A,C24,闭环神经调控系统,-,中国,2025
CN120673986A,C24,闭环神经调控系统,-,中国,2025
CN121065412A,C24,闭环神经调控系统,一种类脑类器官电刺激闭环控制方法及系统,中国,2025
CN121371498A,C24,闭环神经调控系统,植入式闭环神经刺激系统及其功耗管理方法,中国,2025
CN121371498B,C24,闭环神经调控系统,植入式闭环神经刺激系统及其功耗管理方法,中国,2025
