node_id,node_type,name,title,标题_中文,是否主路径,申请日,主IPC分类号,ipc_code
技术问题:同步监测疲劳,技术问题,同步监测疲劳,,,,,,
应用场景:疲劳监测,应用场景,疲劳监测,,,,,,
技术方法:构建疲劳评估模型,技术方法,构建疲劳评估模型,,,,,,
技术方法:疲劳评估,技术方法,疲劳评估,,,,,,
技术原理:基于疲态历史数据集构建疲劳评估模型,技术原理,基于疲态历史数据集构建疲劳评估模型,,,,,,
核心部件:皮电手环,核心部件,皮电手环,,,,,,
生物信号类型:皮电信号,生物信号类型,皮电信号,,,,,,
生物信号类型:信号集,生物信号类型,信号集,,,,,,
Patent:US2022273226A1,Patent,US2022273226A1,"Method for evaluating projection content in enclosed environment, apparatus, and storage medium",封闭环境中投影内容评估方法、装置及存储介质,否,2019-06-04,A61B5/378,
Patent:US7945865B2,Patent,US7945865B2,"Information processing system, information processing apparatus, and method",信息处理系统、信息处理装置及方法,否,2006-10-06,G06F3/0487,
应用场景:信息处理装置,应用场景,信息处理装置,,,,,,
技术方法:测量与用户脑电图事件相关电位相关的信号,技术方法,测量与用户脑电图事件相关电位相关的信号,,,,,,
生物信号类型:脑电图事件相关电位,生物信号类型,脑电图事件相关电位,,,,,,
Patent:EP4531685A4,Patent,EP4531685A4,METHOD AND APPARATUS FOR WEARABLE DEVICE WITH TIMING SYNCHRONIZED INTERFACE FOR COGNITIVE TESTING,用于具有用于认知测试的定时同步接口的可佩戴设备的方法和装置,否,2023-05-25,A61B5/377,
技术问题:监测和评估认知测试期间诱发的脑电图电活动,技术问题,监测和评估认知测试期间诱发的脑电图电活动,,,,,,
技术问题:评估认知状态,技术问题,评估认知状态,,,,,,
技术问题:评估心理生理反应并帮助用户监测精神表现、认知功能、压力、焦虑、疲劳、情绪、行为表现以及精神专注和敏锐度,技术问题,评估心理生理反应并帮助用户监测精神表现、认知功能、压力、焦虑、疲劳、情绪、行为表现以及精神专注和敏锐度,,,,,,
应用场景:认知测试,应用场景,认知测试,,,,,,
应用场景:监测,应用场景,监测,,,,,,
技术方法:事件相关电位(ERP)测量,技术方法,事件相关电位(ERP)测量,,,,,,
技术方法:诱发和诱导的EEG振荡(ERO)测量,技术方法,诱发和诱导的EEG振荡(ERO)测量,,,,,,
技术方法:EEG监测和评估,技术方法,EEG监测和评估,,,,,,
技术方法:诱发心率、HRV和脉搏容积响应分析,技术方法,诱发心率、HRV和脉搏容积响应分析,,,,,,
技术原理:事件相关电位(ERP)原理,技术原理,事件相关电位(ERP)原理,,,,,,
技术原理:诱发和诱导的EEG振荡(ERO)原理,技术原理,诱发和诱导的EEG振荡(ERO)原理,,,,,,
技术原理:光电体积描记术原理,技术原理,光电体积描记术原理,,,,,,
核心部件:心率传感器,核心部件,心率传感器,,,,,,
核心部件:心率变异性(HRV)传感器,核心部件,心率变异性(HRV)传感器,,,,,,
核心部件:心电图(EKG)传感器,核心部件,心电图(EKG)传感器,,,,,,
核心部件:光电体积描记术(PPG)传感器,核心部件,光电体积描记术(PPG)传感器,,,,,,
生物信号类型:心率变异性(HRV),生物信号类型,心率变异性(HRV),,,,,,
生物信号类型:光电体积描记术(PPG),生物信号类型,光电体积描记术(PPG),,,,,,
Patent:CN109846478A,Patent,CN109846478A,Method for assessing cerebral cortex excitability after transcranial direct current stimulation,一种评估经颅直流电刺激后大脑皮层兴奋性的方法,否,2019-04-15,A61B5/0476,
技术问题:评估经颅直流电刺激后大脑皮层兴奋性,技术问题,评估经颅直流电刺激后大脑皮层兴奋性,,,,,,
技术问题:为tDCS对大脑皮层神经元活动的调节效果提供客观评价指标,技术问题,为tDCS对大脑皮层神经元活动的调节效果提供客观评价指标,,,,,,
技术问题:为刺激模式、刺激计量等参数的选择与制定提供客观依据,技术问题,为刺激模式、刺激计量等参数的选择与制定提供客观依据,,,,,,
技术方法:脑电特征提取,技术方法,脑电特征提取,,,,,,
技术方法:计算全脑脑电激活指数,技术方法,计算全脑脑电激活指数,,,,,,
技术原理:经颅直流电刺激调节大脑皮层神经元活动,技术原理,经颅直流电刺激调节大脑皮层神经元活动,,,,,,
技术原理:脑电特征反映大脑皮层兴奋性,技术原理,脑电特征反映大脑皮层兴奋性,,,,,,
Patent:CN109846478B,Patent,CN109846478B,Method for evaluating cerebral cortex excitement after transcranial direct current stimulation,一种评估经颅直流电刺激后大脑皮层兴奋性的方法,否,2019-04-15,A61B5/369,
应用场景:大脑皮层兴奋性检测,应用场景,大脑皮层兴奋性检测,,,,,,
技术原理:经颅直流电刺激对大脑皮层神经元活动的调节机制,技术原理,经颅直流电刺激对大脑皮层神经元活动的调节机制,,,,,,
Patent:CN118925061A,Patent,CN118925061A,An intelligent neural control method and system based on attention state,一种基于注意力状态的智能神经调控方法及系统,否,2024-07-24,A61N1/36,
技术问题:改善注意力状态,技术问题,改善注意力状态,,,,,,
技术问题:提高时效性、准确性和灵敏度,技术问题,提高时效性、准确性和灵敏度,,,,,,
技术方法:实时采集EEG信号并进行预处理,技术方法,实时采集EEG信号并进行预处理,,,,,,
技术方法:提取注意力相关特征,技术方法,提取注意力相关特征,,,,,,
技术方法:建立基线数据,技术方法,建立基线数据,,,,,,
技术方法:训练注意力状态评估模型,技术方法,训练注意力状态评估模型,,,,,,
技术方法:生成神经调控策略并执行,技术方法,生成神经调控策略并执行,,,,,,
技术原理:基于脑电信号的注意力状态评估等级,技术原理,基于脑电信号的注意力状态评估等级,,,,,,
技术原理:非侵入式经颅电刺激神经调控,技术原理,非侵入式经颅电刺激神经调控,,,,,,
Patent:CN118925061B,Patent,CN118925061B,An intelligent neural control method and system based on attention state,一种基于注意力状态的智能神经调控方法及系统,否,2024-07-24,A61N1/36,
Patent:KR1020230096378A,Patent,KR1020230096378A,Apparatus and method for evaluating cognitive function based on brain wave,基于脑电波的认知功能评估装置及方法,否,2021-12-23,A61B5/00,
技术问题:仅使用单一脑电信号就可以客观定量地评估认知功能,技术问题,仅使用单一脑电信号就可以客观定量地评估认知功能,,,,,,
技术方法:提取δ波信号、θ波信号和α波信号,技术方法,提取δ波信号、θ波信号和α波信号,,,,,,
技术方法:基于所提取的δ波信号、θ波信号和α波信号评估认知功能,技术方法,基于所提取的δ波信号、θ波信号和α波信号评估认知功能,,,,,,
技术原理:基于脑电波的认知功能评估,技术原理,基于脑电波的认知功能评估,,,,,,
核心部件:脑电图(EEG)获取单元,核心部件,脑电图(EEG)获取单元,,,,,,
核心部件:数据采集装置,核心部件,数据采集装置,,,,,,
核心部件:认知功能评估单元,核心部件,认知功能评估单元,,,,,,
生物信号类型:δ波,生物信号类型,δ波,,,,,,
Patent:WO2024262759A1,Patent,WO2024262759A1,METHOD AND APPARATUS FOR ASSESSING COGNITIVE FUNCTION USING BRAIN WAVES,使用脑电波评估认知功能的方法和装置,否,2024-04-03,A61B5/00,
技术方法:测量事件相关电位信号,技术方法,测量事件相关电位信号,,,,,,
技术原理:脑电波锁相值反映认知功能,技术原理,脑电波锁相值反映认知功能,,,,,,
核心部件:用于评估认知功能的工具,核心部件,用于评估认知功能的工具,,,,,,
Patent:CN113392733A,Patent,CN113392733A,Multi-source domain adaptive cross-tested EEG cognitive state evaluation method based on tag alignment,基于标签对齐的多源域自适应跨被试EEG认知状态评估方法,否,2021-05-31,G06K9/00,
技术问题:难以学习细粒度的类条件信息,技术问题,难以学习细粒度的类条件信息,,,,,,
技术问题:适应跨被试的决策边界样本,技术问题,适应跨被试的决策边界样本,,,,,,
技术问题:脑认知计算领域脑电信号的个体差异性问题,技术问题,脑认知计算领域脑电信号的个体差异性问题,,,,,,
应用场景:临床诊断,应用场景,临床诊断,,,,,,
应用场景:应用领域,应用场景,应用领域,,,,,,
应用场景:基于EEG的认知状态识别,应用场景,基于EEG的认知状态识别,,,,,,
技术方法:基于标签对齐的多源域自适应,技术方法,基于标签对齐的多源域自适应,,,,,,
技术方法:共享公共特征提取器,技术方法,共享公共特征提取器,,,,,,
技术方法:非共享子特征提取器,技术方法,非共享子特征提取器,,,,,,
技术方法:局部和全局表示的域间分布对齐,技术方法,局部和全局表示的域间分布对齐,,,,,,
技术原理:标签对齐,技术原理,标签对齐,,,,,,
技术原理:多源域自适应,技术原理,多源域自适应,,,,,,
技术原理:域间分布对齐,技术原理,域间分布对齐,,,,,,
技术原理:跨被试特征学习,技术原理,跨被试特征学习,,,,,,
核心部件:编码器,核心部件,编码器,,,,,,
核心部件:非共享子特征提取器,核心部件,非共享子特征提取器,,,,,,
Patent:CN113392733B,Patent,CN113392733B,The invention discloses a multi-source domain self-adaptive cross-tested EEG cognitive state assessment method based on label alignment,基于标签对齐的多源域自适应跨被试EEG认知状态评估方法,否,2021-05-31,G06K9/00,
技术方法:分阶段使用共享公共特征提取器和非共享子特征提取器,技术方法,分阶段使用共享公共特征提取器和非共享子特征提取器,,,,,,
Patent:CN113993449A,Patent,CN113993449A,Psychiatric health assessment systems and methods using physiological signal inputs,使用生理信号输入的心理健康评估系统和方法,否,2020-04-29,A61B5/00,
技术方法:计算EEG信号带中的功率,技术方法,计算EEG信号带中的功率,,,,,,
技术方法:确定情绪或认知状态的特性,技术方法,确定情绪或认知状态的特性,,,,,,
技术方法:评估心理健康状态,技术方法,评估心理健康状态,,,,,,
技术原理:通过计算EEG信号带中的功率分析EEG信号,技术原理,通过计算EEG信号带中的功率分析EEG信号,,,,,,
技术原理:基于所确定的特性评估心理健康状态,技术原理,基于所确定的特性评估心理健康状态,,,,,,
Patent:EP3962348A4,Patent,EP3962348A4,MENTAL FITNESS ASSESSMENT SYSTEMS AND METHODS USING PHYSIOLOGIC SIGNAL INPUTS,使用生理信号输入的心理适应度评估系统和方法,否,2020-04-29,A61B5/00,
技术方法:布置传感器测量EEG信号,技术方法,布置传感器测量EEG信号,,,,,,
技术方法:计算EEG信号频带中的功率,技术方法,计算EEG信号频带中的功率,,,,,,
技术方法:确定指示情绪或认知状态的特征,技术方法,确定指示情绪或认知状态的特征,,,,,,
技术原理:EEG信号频带中的功率特征与情绪或认知状态相关,技术原理,EEG信号频带中的功率特征与情绪或认知状态相关,,,,,,
技术原理:θ波最大功率的定时方差与等待时间相关,技术原理,θ波最大功率的定时方差与等待时间相关,,,,,,
Patent:US8494610B2,Patent,US8494610B2,Analysis of marketing and entertainment effectiveness using magnetoencephalography,基于脑磁图的营销娱乐效果分析,否,2008-09-19,A61B5/00,
技术方法:测量中枢神经系统、自主神经系统和效应器数据,技术方法,测量中枢神经系统、自主神经系统和效应器数据,,,,,,
技术方法:数据清理器机制过滤响应数据,技术方法,数据清理器机制过滤响应数据,,,,,,
技术原理:中枢神经系统、自主神经系统和效应器数据,技术原理,中枢神经系统、自主神经系统和效应器数据,,,,,,
Patent:CN101711388A,Patent,CN101711388A,Analysis of marketing and entertainment effectiveness,营销和娱乐的效果分析,否,2008-03-26,G06F17/30,
技术问题:确定营销和娱乐刺激的效果,技术问题,确定营销和娱乐刺激的效果,,,,,,
核心部件:数据净化装置,核心部件,数据净化装置,,,,,,
核心部件:响应合成器,核心部件,响应合成器,,,,,,
生物信号类型:脑电描记法(EEG),生物信号类型,脑电描记法(EEG),,,,,,
生物信号类型:眼动电图描记法(EOG),生物信号类型,眼动电图描记法(EOG),,,,,,
Patent:US8392253B2,Patent,US8392253B2,Neuro-physiology and neuro-behavioral based stimulus targeting system,基于神经生理学和神经行为学的刺激靶向系统,否,2008-05-16,G06Q30/00,
技术问题:刺激靶向,技术问题,刺激靶向,,,,,,
技术方法:选择目标刺激材料,技术方法,选择目标刺激材料,,,,,,
技术原理:神经生理学,技术原理,神经生理学,,,,,,
技术原理:神经行为学,技术原理,神经行为学,,,,,,
核心部件:刺激材料,核心部件,刺激材料,,,,,,
Patent:WO2008137579A1,Patent,WO2008137579A1,NEURO-INFORMATICS REPOSITORY SYSTEM,神经-信息学储存库系统。,否,2008-05-01,A61B5/00,
技术问题:高效生成，管理，和访问对中枢神经系统，自主神经系统; 执行器的数据，和从对象行为获得的数据暴露于刺激的材料,技术问题,高效生成，管理，和访问对中枢神经系统，自主神经系统; 执行器的数据，和从对象行为获得的数据暴露于刺激的材料,,,,,,
应用场景:神经-信息学储存库系统,应用场景,神经-信息学储存库系统,,,,,,
技术方法:储存使用的品种的数据模型,技术方法,储存使用的品种的数据模型,,,,,,
技术方法:高效查询,技术方法,高效查询,,,,,,
核心部件:神经-信息学储存库系统,核心部件,神经-信息学储存库系统,,,,,,
生物信号类型:电皮肤反应(GSR),生物信号类型,电皮肤反应(GSR),,,,,,
Patent:JP2010522941A,Patent,JP2010522941A,Marketing and entertainment of efficiency analysis,营销和娱乐效率分析,否,2008-03-26,G06Q10/00,
应用场景:营销分析,应用场景,营销分析,,,,,,
应用场景:娱乐刺激分析,应用场景,娱乐刺激分析,,,,,,
技术方法:数据清洁,技术方法,数据清洁,,,,,,
技术方法:帧内模态响应增强,技术方法,帧内模态响应增强,,,,,,
技术方法:跨形态应答合成,技术方法,跨形态应答合成,,,,,,
核心部件:数据收集机构,核心部件,数据收集机构,,,,,,
Patent:US8392254B2,Patent,US8392254B2,Consumer experience assessment system,消费者体验评估系统,否,2008-08-27,A61B5/375,
技术方法:分析消费者体验的组件,技术方法,分析消费者体验的组件,,,,,,
技术方法:结合其他数据进行分析,技术方法,结合其他数据进行分析,,,,,,
技术原理:神经响应测量评估消费者体验,技术原理,神经响应测量评估消费者体验,,,,,,
Patent:CN112043266A,Patent,CN112043266A,Comb-shaped electroencephalogram dry electrode wearing device,一种梳状脑电干电极穿戴装置,否,2020-09-29,A61B5/0478,
技术问题:头发被压于电极及头皮之间造成电隔离,技术问题,头发被压于电极及头皮之间造成电隔离,,,,,,
技术问题:电极与头皮接触稳定性,技术问题,电极与头皮接触稳定性,,,,,,
技术问题:阻抗调节,技术问题,阻抗调节,,,,,,
技术方法:梳状电极梳开头发,技术方法,梳状电极梳开头发,,,,,,
技术方法:轨道结构及轨道固定板提供滑行轨迹,技术方法,轨道结构及轨道固定板提供滑行轨迹,,,,,,
技术方法:弹簧装配结构实现电极稳定安放,技术方法,弹簧装配结构实现电极稳定安放,,,,,,
技术方法:3D固定板贴合头皮,技术方法,3D固定板贴合头皮,,,,,,
技术原理:类梳结构更易梳开头发避免头发被压于电极及头皮之间造成电隔离,技术原理,类梳结构更易梳开头发避免头发被压于电极及头皮之间造成电隔离,,,,,,
技术原理:根据被试颅骨形状扫描打印的3D固定板使电极与头皮具有更好的贴合性,技术原理,根据被试颅骨形状扫描打印的3D固定板使电极与头皮具有更好的贴合性,,,,,,
核心部件:头戴结构,核心部件,头戴结构,,,,,,
核心部件:固定板,核心部件,固定板,,,,,,
核心部件:电极结构,核心部件,电极结构,,,,,,
核心部件:接触部,核心部件,接触部,,,,,,
核心部件:轨道结构,核心部件,轨道结构,,,,,,
核心部件:弹簧装配结构,核心部件,弹簧装配结构,,,,,,
Patent:WO2016166740A1,Patent,WO2016166740A1,CAP WITH RETRACTABLE ELECTRODE PINS FOR USE IN EEG,可伸缩的电极引脚中使用的脑电帽,否,2016-04-18,A61B5/00,
应用场景:脑电图学,应用场景,脑电图学,,,,,,
技术方法:可伸缩电极引脚,技术方法,可伸缩电极引脚,,,,,,
技术方法:支撑构件可枢转连接,技术方法,支撑构件可枢转连接,,,,,,
技术方法:弹性帽支撑,技术方法,弹性帽支撑,,,,,,
技术原理:通过可伸缩电极引脚同时接触头皮表面,技术原理,通过可伸缩电极引脚同时接触头皮表面,,,,,,
技术原理:支撑构件枢转适应头皮曲面,技术原理,支撑构件枢转适应头皮曲面,,,,,,
核心部件:弹性结构,核心部件,弹性结构,,,,,,
核心部件:可伸缩电极引脚,核心部件,可伸缩电极引脚,,,,,,
核心部件:公母扣,核心部件,公母扣,,,,,,
Patent:US12131659B2,Patent,US12131659B2,System for individualized data education,个性化数据教育系统,否,2023-07-25,G09B5/12,
技术问题:低于自我意识和认知意识水平的生理反应难以识别,技术问题,低于自我意识和认知意识水平的生理反应难以识别,,,,,,
应用场景:个性化数据教育,应用场景,个性化数据教育,,,,,,
技术方法:根据信号分类重新组织记录数据,技术方法,根据信号分类重新组织记录数据,,,,,,
技术方法:测量并分析信号,技术方法,测量并分析信号,,,,,,
技术原理:用户响应于记录数据的提供而诱发的电神经信号反映生理反应,技术原理,用户响应于记录数据的提供而诱发的电神经信号反映生理反应,,,,,,
Patent:CN114981759A,Patent,CN114981759A,脑机接口,脑机接口,否,2021-01-11,G06F3/01,
技术问题:区分仅观看显示对象与有意选择显示对象,技术问题,区分仅观看显示对象与有意选择显示对象,,,,,,
技术方法:提供具有特征调制的视觉刺激,技术方法,提供具有特征调制的视觉刺激,,,,,,
技术方法:测量对视觉刺激的神经响应,技术方法,测量对视觉刺激的神经响应,,,,,,
技术原理:视觉刺激的特征调制与神经响应的相关性,技术原理,视觉刺激的特征调制与神经响应的相关性,,,,,,
核心部件:脑电活动传感器,核心部件,脑电活动传感器,,,,,,
Patent:WO2021140247A1,Patent,WO2021140247A1,Brain-computer interface,脑机接口,否,2021-01-11,A61B5/378,
技术问题:区分仅仅观察显示对象和有意选择该显示对象,技术问题,区分仅仅观察显示对象和有意选择该显示对象,,,,,,
技术原理:视觉刺激的特征调制与神经反应的相关性,技术原理,视觉刺激的特征调制与神经反应的相关性,,,,,,
Patent:WO2020037332A3,Patent,WO2020037332A3,SYSTEMS AND METHODS FOR PERSONALIZED LEARNING AND ATTENTION EVALUATION THROUGH NEURO-FEEDBACK TRAINING,通过神经反馈训练进行个性化学习和注意力评估的系统和方法,否,2019-10-01,G09B7/08,
技术问题:学习者的教育体验个性化,技术问题,学习者的教育体验个性化,,,,,,
技术问题:注意力评估,技术问题,注意力评估,,,,,,
应用场景:个体差异,应用场景,个体差异,,,,,,
技术方法:分析脑电波信号的特性,技术方法,分析脑电波信号的特性,,,,,,
技术方法:生成注意力得分,技术方法,生成注意力得分,,,,,,
技术方法:确定成绩分数,技术方法,确定成绩分数,,,,,,
技术方法:调整刺激,技术方法,调整刺激,,,,,,
技术原理:基于注意力得分和表现得分的组合调整刺激,技术原理,基于注意力得分和表现得分的组合调整刺激,,,,,,
技术方法:获取脑电信号,技术方法,获取脑电信号,,,,,,
技术主题:教学测试 (G09B7),技术主题,教学测试 (G09B7),,,,,,G09B7
Patent:WO2021125693A1,Patent,WO2021125693A1,BRAINWAVE MEASUREMENT HEAD CAP,脑电波测量头帽,否,2020-12-10,A61B5/369,
技术问题:测量电极附着,技术问题,测量电极附着,,,,,,
技术问题:根据佩戴者的头部选择性地扩张和收缩外皮构件的周边，使得测量电极根据佩戴者的头部定位在正确的位置,技术问题,根据佩戴者的头部选择性地扩张和收缩外皮构件的周边，使得测量电极根据佩戴者的头部定位在正确的位置,,,,,,
技术方法:短距离无线通信发送脑电波信息,技术方法,短距离无线通信发送脑电波信息,,,,,,
技术方法:选择性地减小外皮构件的周向长度,技术方法,选择性地减小外皮构件的周向长度,,,,,,
技术原理:通过连接线的连接电连接到测量电极,技术原理,通过连接线的连接电连接到测量电极,,,,,,
核心部件:表皮构件,核心部件,表皮构件,,,,,,
核心部件:外皮调节装置,核心部件,外皮调节装置,,,,,,
核心部件:远程控制单元,核心部件,远程控制单元,,,,,,
Patent:CN107088065B,Patent,CN107088065B,脑电电极,脑电电极,否,2017-05-03,A61B5/256,
技术问题:提升头部与接触位置的舒适性,技术问题,提升头部与接触位置的舒适性,,,,,,
技术方法:按压弹性皮套,技术方法,按压弹性皮套,,,,,,
技术方法:将弹性皮套内的空气排出一部分,技术方法,将弹性皮套内的空气排出一部分,,,,,,
技术方法:通过弹性皮套的变形调整本体与头部的接触位置和角度,技术方法,通过弹性皮套的变形调整本体与头部的接触位置和角度,,,,,,
技术原理:弹性皮套,技术原理,弹性皮套,,,,,,
技术方法:按压弹性皮套，将弹性皮套内的空气排出一部分，通过弹性皮套的第一开口吸附在头部,技术方法,按压弹性皮套，将弹性皮套内的空气排出一部分，通过弹性皮套的第一开口吸附在头部,,,,,,
Patent:US20020188217A1,Patent,US20020188217A1,"Method and apparatus for brain fingerprinting,  measurement,  assessment and analysis of brain function",脑功能的脑指纹图谱，测量，评估和分析的方法和装置,否,2002-06-07,A61B5/0484,
技术问题:检测认知缺陷,技术问题,检测认知缺陷,,,,,,
技术问题:评估认知障碍治疗的功效,技术问题,评估认知障碍治疗的功效,,,,,,
技术问题:检测大脑中的信息,技术问题,检测大脑中的信息,,,,,,
技术问题:评估演示的有效性,技术问题,评估演示的有效性,,,,,,
应用场景:检测认知缺陷,应用场景,检测认知缺陷,,,,,,
应用场景:评估认知障碍治疗的功效,应用场景,评估认知障碍治疗的功效,,,,,,
应用场景:检测参与特定组织、行为或犯罪活动,应用场景,检测参与特定组织、行为或犯罪活动,,,,,,
应用场景:营销评估,应用场景,营销评估,,,,,,
技术原理:脑指纹图谱,技术原理,脑指纹图谱,,,,,,
生物信号类型:源自大脑的电信号,生物信号类型,源自大脑的电信号,,,,,,
Patent:KR102397139B1,Patent,KR102397139B1,EEG mesauring head moudle using conductive resin,使用导电树脂的脑电测量头模块,否,2022-03-18,A61B5/291,
技术问题:脑电信号调节到受检者的头上,技术问题,脑电信号调节到受检者的头上,,,,,,
技术问题:与头皮保持最小程度的接触,技术问题,与头皮保持最小程度的接触,,,,,,
技术问题:提高EEG测量的便利性和准确性,技术问题,提高EEG测量的便利性和准确性,,,,,,
技术方法:使用柔性材料形成中空结构,技术方法,使用柔性材料形成中空结构,,,,,,
技术方法:插入钩部,技术方法,插入钩部,,,,,,
技术方法:将检测部与导电性树脂的基部结合,技术方法,将检测部与导电性树脂的基部结合,,,,,,
技术方法:添加辅助部件,技术方法,添加辅助部件,,,,,,
技术原理:导电树脂的导电性,技术原理,导电树脂的导电性,,,,,,
技术原理:柔性材料适应性,技术原理,柔性材料适应性,,,,,,
技术原理:可拆卸结构,技术原理,可拆卸结构,,,,,,
核心部件:钩部,核心部件,钩部,,,,,,
核心部件:导电性树脂的基部,核心部件,导电性树脂的基部,,,,,,
核心部件:辅助部件,核心部件,辅助部件,,,,,,
Patent:WO2022251696A1,Patent,WO2022251696A1,Wireless soft scalp electronics and virtual reality system for brain-machine interfaces,用于脑机接口的无线软头皮电子设备和虚拟现实系统,否,2022-05-27,G16H40/63,
技术问题:改善接触表面积,技术问题,改善接触表面积,,,,,,
技术问题:降低电极阻抗密度,技术问题,降低电极阻抗密度,,,,,,
技术方法:运动想象分类,技术方法,运动想象分类,,,,,,
技术方法:稳态视觉诱发电位分类,技术方法,稳态视觉诱发电位分类,,,,,,
技术原理:穿透表皮微针电极,技术原理,穿透表皮微针电极,,,,,,
技术原理:软电子器件集成,技术原理,软电子器件集成,,,,,,
Patent:US2019290157A1,Patent,US2019290157A1,User preference and user hierarchy in an electroencephalography based control system,基于脑电图控制系统中的用户偏好和用户层级,否,2018-05-16,A61B5/0478,
技术问题:用户偏好数据存储,技术问题,用户偏好数据存储,,,,,,
技术问题:控制指令检测,技术问题,控制指令检测,,,,,,
应用场景:脑电图控制系统,应用场景,脑电图控制系统,,,,,,
技术方法:配置阶段获取场所标识,技术方法,配置阶段获取场所标识,,,,,,
技术方法:确定控制指令,技术方法,确定控制指令,,,,,,
技术方法:关联存储用户偏好数据,技术方法,关联存储用户偏好数据,,,,,,
技术方法:传送控制数据信号,技术方法,传送控制数据信号,,,,,,
技术原理:用户偏好学习与利用,技术原理,用户偏好学习与利用,,,,,,
Patent:KR102239984B1,Patent,KR102239984B1,Apparatus and method for providing information on epilepsy symptoms based on resting-state EEG,用于基于静止状态EEG提供关于癫痫症状的信息的设备和方法,否,2019-02-15,A61B5/369,
技术问题:提供脑病诊断信息,技术问题,提供脑病诊断信息,,,,,,
应用场景:癫痫症状信息提供,应用场景,癫痫症状信息提供,,,,,,
技术方法:功能连接矩阵生成,技术方法,功能连接矩阵生成,,,,,,
技术方法:图论分析,技术方法,图论分析,,,,,,
技术方法:神经网络学习,技术方法,神经网络学习,,,,,,
技术原理:静止状态脑电波分析,技术原理,静止状态脑电波分析,,,,,,
技术原理:图论分析原理,技术原理,图论分析原理,,,,,,
技术原理:神经网络检测,技术原理,神经网络检测,,,,,,
核心部件:脑电图获取单元,核心部件,脑电图获取单元,,,,,,
核心部件:功能连接矩阵生成器,核心部件,功能连接矩阵生成器,,,,,,
核心部件:图论分析器,核心部件,图论分析器,,,,,,
核心部件:神经网络学习单元,核心部件,神经网络学习单元,,,,,,
Patent:US20090118636A1,Patent,US20090118636A1,"Multi-Channel,  Multi-Variate Whole-Head Normalization Using Live Z-Scores",使用Live Z-Scores的多通道、多变量全头归一化,否,2008-11-07,A61B5/375,
技术问题:建立训练目标,技术问题,建立训练目标,,,,,,
技术问题:产生反馈,技术问题,产生反馈,,,,,,
应用场景:全脑EEG神经反馈训练,应用场景,全脑EEG神经反馈训练,,,,,,
技术方法:实时Z分数,技术方法,实时Z分数,,,,,,
技术方法:多变量分析,技术方法,多变量分析,,,,,,
技术方法:分类系统,技术方法,分类系统,,,,,,
技术原理:统计相关性,技术原理,统计相关性,,,,,,
技术原理:参考或规范数据库,技术原理,参考或规范数据库,,,,,,
技术原理:规则集,技术原理,规则集,,,,,,
技术原理:算法,技术原理,算法,,,,,,
Patent:US9901278B1,Patent,US9901278B1,Physiological electrode assembly for fast application,用于快速应用的生理电极组件,否,2015-05-01,A61B5/00,
技术问题:无需在准备受试者皮肤和电极本身时进行大量步骤,技术问题,无需在准备受试者皮肤和电极本身时进行大量步骤,,,,,,
应用场景:脑电图记录,应用场景,脑电图记录,,,,,,
技术原理:限制应用深度,技术原理,限制应用深度,,,,,,
技术原理:锚定电极,技术原理,锚定电极,,,,,,
核心部件:表面特征,核心部件,表面特征,,,,,,
核心部件:穿透器,核心部件,穿透器,,,,,,
核心部件:井,核心部件,井,,,,,,
核心部件:电解液,核心部件,电解液,,,,,,
核心部件:包装系统,核心部件,包装系统,,,,,,
Patent:US2021022636A1,Patent,US2021022636A1,Bio-signal detecting headband,生物信号检测头带,否,2019-07-23,A61B5/00,
技术问题:测量生物信号,技术问题,测量生物信号,,,,,,
技术方法:嵌入电极,技术方法,嵌入电极,,,,,,
技术方法:电接触,技术方法,电接触,,,,,,
核心部件:导电织物传感材料,核心部件,导电织物传感材料,,,,,,
核心部件:电线,核心部件,电线,,,,,,
生物信号类型:位置数据,生物信号类型,位置数据,,,,,,
生物信号类型:时间,生物信号类型,时间,,,,,,
生物信号类型:速度,生物信号类型,速度,,,,,,
Patent:US7844324B2,Patent,US7844324B2,Measurement of EEG reactivity,脑电图反应性测定,否,2007-02-14,A61B5/04,
技术问题:在没有训练有素的脑电图专家在场的情况下自动获得反应性的客观和可靠的测量,技术问题,在没有训练有素的脑电图专家在场的情况下自动获得反应性的客观和可靠的测量,,,,,,
技术方法:构造有效的信号模型,技术方法,构造有效的信号模型,,,,,,
技术方法:施加对应于刺激的时间基准,技术方法,施加对应于刺激的时间基准,,,,,,
技术方法:从时间序列获得另外的信号数据,技术方法,从时间序列获得另外的信号数据,,,,,,
技术方法:测试信号模型是否在刺激之后仍然是有效信号模型,技术方法,测试信号模型是否在刺激之后仍然是有效信号模型,,,,,,
技术原理:基于信号模型在刺激前后的有效性测试来指示反应性,技术原理,基于信号模型在刺激前后的有效性测试来指示反应性,,,,,,
Patent:US2021085207A1,Patent,US2021085207A1,Eeg headpiece with transmission capabilities,具有传输能力的脑电图头套,否,2020-12-04,A61B5/00,
技术问题:脑电图测量,技术问题,脑电图测量,,,,,,
技术方法:头套附着到头皮上,技术方法,头套附着到头皮上,,,,,,
Patent:KR101748133B1,Patent,KR101748133B1,"Head curvature reflected, reversed curve arch shape dry electrodes for multichannel EEG",反映头部曲率的反向曲线拱形干电极用于多通道脑电图,否,2015-05-20,A61B5/0478,
技术问题:头部曲率适应性,技术问题,头部曲率适应性,,,,,,
