source,relation,target,patent_pub
Patent:CN121731667B,应用于,应用场景:深度学习交叉技术领域,CN121731667B
Patent:CN121731667B,采用,技术方法:脑电信号预处理,CN121731667B
Patent:CN121731667B,采用,技术方法:深度学习模型分析,CN121731667B
Patent:CN121731667B,采用,技术方法:自预测表征,CN121731667B
Patent:CN121731667B,采用,技术方法:无监督目标条件强化学习,CN121731667B
Patent:CN121731667B,采用,技术方法:逆动力学建模,CN121731667B
Patent:CN121731667B,基于,技术原理:脑电慢波动态状态表征,CN121731667B
Patent:CN121731667B,基于,技术原理:协同训练,CN121731667B
Patent:CN121731667B,包括,核心部件:深度学习模型,CN121731667B
Patent:CN121731667B,包括,核心部件:经颅电刺激系统,CN121731667B
技术方法:脑电信号预处理,处理,生物信号类型:脑电信号,CN121731667B
技术方法:深度学习模型分析,处理,生物信号类型:脑电信号,CN121731667B
Patent:CN121731667B,属于,技术主题:电疗器械 (A61N1),CN121731667B
Patent:CN121731667B,公开国家,国家:中国,CN121731667B
Patent:CN121731667B,公开年,年份:2026,CN121731667B
Patent:US2024036649A1,解决,技术问题:增强迷走神经诱发电位,US2024036649A1
Patent:US2024036649A1,应用于,应用场景:神经接口,US2024036649A1
Patent:US2024036649A1,采用,技术方法:机器学习技术,US2024036649A1
Patent:US2024036649A1,采用,技术方法:数据处理,US2024036649A1
Patent:US2024036649A1,采用,技术方法:生成神经数据估计,US2024036649A1
Patent:US2024036649A1,采用,技术方法:生成神经刺激信号,US2024036649A1
Patent:US2024036649A1,基于,技术原理:机器学习技术被训练用于生成神经数据估计,US2024036649A1
Patent:US2024036649A1,基于,技术原理:机器学习技术被训练用于估计神经刺激信号,US2024036649A1
Patent:US2024036649A1,包括,核心部件:第一设备,US2024036649A1
Patent:US2024036649A1,包括,核心部件:第一设备,US2024036649A1
技术方法:机器学习技术,处理,生物信号类型:神经信号,US2024036649A1
Patent:US2024036649A1,属于,技术主题:输入输出装置 (G06F3),US2024036649A1
Patent:US2024036649A1,公开国家,国家:美国,US2024036649A1
Patent:US2024036649A1,公开年,年份:2023,US2024036649A1
Patent:KR101939537B1,解决,技术问题:改善记忆,KR101939537B1
Patent:KR101939537B1,应用于,应用场景:脑刺激,KR101939537B1
Patent:KR101939537B1,采用,技术方法:施加刺激信号,KR101939537B1
Patent:KR101939537B1,采用,技术方法:接收神经信号,KR101939537B1
Patent:KR101939537B1,采用,技术方法:判断脑反应激活程度,KR101939537B1
Patent:KR101939537B1,采用,技术方法:选择脑皮层目标区域,KR101939537B1
Patent:KR101939537B1,采用,技术方法:测量脑反应信号,KR101939537B1
Patent:KR101939537B1,采用,技术方法:测量脑反应信号,KR101939537B1
Patent:KR101939537B1,采用,技术方法:推导脑反应信号形态或时间特征点,KR101939537B1
Patent:KR101939537B1,采用,技术方法:评估记忆能力,KR101939537B1
Patent:KR101939537B1,采用,技术方法:测量脑反应信号,KR101939537B1
Patent:KR101939537B1,采用,技术方法:计算特征点,KR101939537B1
Patent:KR101939537B1,采用,技术方法:计算记忆准确度,KR101939537B1
Patent:KR101939537B1,基于,技术原理:神经刺激与声音输出关联,KR101939537B1
Patent:KR101939537B1,基于,技术原理:脑反应激活程度,KR101939537B1
Patent:KR101939537B1,基于,技术原理:脑活动变化,KR101939537B1
Patent:KR101939537B1,包括,核心部件:计算设备,KR101939537B1
技术方法:施加刺激信号,处理,生物信号类型:神经信号,KR101939537B1
技术方法:接收神经信号,处理,生物信号类型:神经信号,KR101939537B1
技术方法:测量脑反应信号,处理,生物信号类型:脑反应信号,KR101939537B1
技术方法:测量脑反应信号,处理,生物信号类型:脑反应信号,KR101939537B1
技术方法:测量脑反应信号,处理,生物信号类型:脑反应信号,KR101939537B1
Patent:KR101939537B1,属于,技术主题:身体诊断测量 (A61B5),KR101939537B1
Patent:KR101939537B1,公开国家,国家:韩国,KR101939537B1
Patent:KR101939537B1,公开年,年份:2018,KR101939537B1
Patent:KR102149615B1,解决,技术问题:提高脑机接口的学习效率,KR102149615B1
Patent:KR102149615B1,应用于,应用场景:学习,KR102149615B1
Patent:KR102149615B1,采用,技术方法:采集脑神经信号,KR102149615B1
Patent:KR102149615B1,采用,技术方法:读取控制意图,KR102149615B1
Patent:KR102149615B1,采用,技术方法:控制外部设备运动,KR102149615B1
Patent:KR102149615B1,采用,技术方法:生成神经刺激信号,KR102149615B1
Patent:KR102149615B1,采用,技术方法:刺激脑区,KR102149615B1
Patent:KR102149615B1,基于,技术原理:神经细胞偏好方向,KR102149615B1
Patent:KR102149615B1,包括,核心部件:脑信号采集模块,KR102149615B1
Patent:KR102149615B1,包括,核心部件:解码模块,KR102149615B1
Patent:KR102149615B1,包括,核心部件:编码模块,KR102149615B1
Patent:KR102149615B1,包括,核心部件:脑刺激单元,KR102149615B1
技术方法:采集脑神经信号,处理,生物信号类型:脑机接口信号,KR102149615B1
技术方法:读取控制意图,处理,生物信号类型:脑机接口信号,KR102149615B1
技术方法:生成神经刺激信号,处理,生物信号类型:脑机接口信号,KR102149615B1
技术方法:刺激脑区,处理,生物信号类型:脑机接口信号,KR102149615B1
Patent:KR102149615B1,属于,技术主题:植入假体 (A61F2),KR102149615B1
Patent:KR102149615B1,公开国家,国家:韩国,KR102149615B1
Patent:KR102149615B1,公开年,年份:2019,KR102149615B1
Patent:US20080021512A1,解决,技术问题:治疗多种胃肠疾病,US20080021512A1
Patent:US20080021512A1,应用于,应用场景:胃肠疾病治疗,US20080021512A1
Patent:US20080021512A1,采用,技术方法:电刺激患者的迷走神经,US20080021512A1
Patent:US20080021512A1,采用,技术方法:施加刺激信号,US20080021512A1
Patent:US20080021512A1,采用,技术方法:施加近端电阻断信号,US20080021512A1
Patent:US20080021512A1,基于,技术原理:增强肠神经系统的功能张力,US20080021512A1
Patent:US20080021512A1,基于,技术原理:阻断近端阻断位点处的神经脉冲,US20080021512A1
Patent:US20080021512A1,包括,核心部件:刺激部位,US20080021512A1
Patent:US20080021512A1,包括,核心部件:近端阻断部位,US20080021512A1
技术方法:电刺激患者的迷走神经,处理,生物信号类型:神经信号,US20080021512A1
技术方法:施加刺激信号,处理,生物信号类型:神经信号,US20080021512A1
技术方法:施加近端电阻断信号,处理,生物信号类型:神经信号,US20080021512A1
Patent:US20080021512A1,属于,技术主题:电疗器械 (A61N1),US20080021512A1
Patent:US20080021512A1,公开国家,国家:美国,US20080021512A1
Patent:US20080021512A1,公开年,年份:2007,US20080021512A1
Patent:CN120673986A,解决,技术问题:中风轻重症患者的同步精准干预与疗效优化,CN120673986A
Patent:CN120673986A,解决,技术问题:中风轻症患者自主神经可塑性变化动态监测,CN120673986A
Patent:CN120673986A,解决,技术问题:中风重症患者有效诱发运动想象,CN120673986A
Patent:CN120673986A,应用于,应用场景:康复训练,CN120673986A
Patent:CN120673986A,应用于,应用场景:神经功能康复治疗,CN120673986A
Patent:CN120673986A,采用,技术方法:多模态协同定位,CN120673986A
Patent:CN120673986A,采用,技术方法:运动意图解析,CN120673986A
Patent:CN120673986A,采用,技术方法:闭环康复交互,CN120673986A
Patent:CN120673986A,采用,技术方法:自适应调整治疗参数,CN120673986A
Patent:CN120673986A,采用,技术方法:同步采集分析脑电信号,CN120673986A
Patent:CN120673986A,基于,技术原理:脑机接口,CN120673986A
Patent:CN120673986A,基于,技术原理:神经可塑性,CN120673986A
Patent:CN120673986A,基于,技术原理:闭环神经调控,CN120673986A
Patent:CN120673986A,基于,技术原理:运动想象,CN120673986A
Patent:CN120673986A,包括,核心部件:多模态协同定位模块,CN120673986A
Patent:CN120673986A,包括,核心部件:运动意图解析模块,CN120673986A
Patent:CN120673986A,包括,核心部件:闭环康复交互模块,CN120673986A
Patent:CN120673986A,包括,核心部件:TMS设备,CN120673986A
Patent:CN120673986A,包括,核心部件:VR交互设备,CN120673986A
技术方法:多模态协同定位,处理,生物信号类型:脑电信号,CN120673986A
技术方法:同步采集分析脑电信号,处理,生物信号类型:脑电信号,CN120673986A
Patent:CN120673986A,属于,技术主题:治疗方案 (G16H20),CN120673986A
Patent:CN120673986A,公开国家,国家:中国,CN120673986A
Patent:CN120673986A,公开年,年份:2025,CN120673986A
Patent:US10596382B2,解决,技术问题:增强学习,US10596382B2
Patent:US10596382B2,应用于,应用场景:个人计算设备,US10596382B2
Patent:US10596382B2,采用,技术方法:传递声音输出,US10596382B2
Patent:US10596382B2,采用,技术方法:神经刺激,US10596382B2
Patent:US10596382B2,采用,技术方法:提示心理排练声音模式,US10596382B2
Patent:US10596382B2,采用,技术方法:控制声音输出和神经刺激的传递定时,US10596382B2
Patent:US10596382B2,基于,技术原理:神经刺激与声音输出关联,US10596382B2
Patent:US10596382B2,包括,核心部件:电气控制电路,US10596382B2
Patent:US10596382B2,包括,核心部件:计算设备,US10596382B2
Patent:US10596382B2,属于,技术主题:电疗器械 (A61N1),US10596382B2
Patent:US10596382B2,公开国家,国家:美国,US10596382B2
Patent:US10596382B2,公开年,年份:2016,US10596382B2
Patent:US20180169412A1,解决,技术问题:增强学习,US20180169412A1
Patent:US20180169412A1,应用于,应用场景:学习,US20180169412A1
Patent:US20180169412A1,应用于,应用场景:个人计算设备,US20180169412A1
Patent:US20180169412A1,采用,技术方法:传递声音输出,US20180169412A1
Patent:US20180169412A1,采用,技术方法:传递学习增强神经刺激,US20180169412A1
Patent:US20180169412A1,采用,技术方法:提示心理排练声音模式,US20180169412A1
Patent:US20180169412A1,采用,技术方法:控制声音输出和神经刺激的传递定时,US20180169412A1
Patent:US20180169412A1,基于,技术原理:经皮神经刺激,US20180169412A1
Patent:US20180169412A1,包括,核心部件:电气控制电路,US20180169412A1
Patent:US20180169412A1,包括,核心部件:计算设备,US20180169412A1
Patent:US20180169412A1,属于,技术主题:电疗器械 (A61N1),US20180169412A1
Patent:US20180169412A1,公开国家,国家:美国,US20180169412A1
Patent:US20180169412A1,公开年,年份:2016,US20180169412A1
Patent:US10736564B2,解决,技术问题:增强学习,US10736564B2
Patent:US10736564B2,应用于,应用场景:学习,US10736564B2
Patent:US10736564B2,采用,技术方法:经皮神经刺激,US10736564B2
Patent:US10736564B2,采用,技术方法:控制神经刺激的递送定时,US10736564B2
Patent:US10736564B2,采用,技术方法:传递示例或提示,US10736564B2
Patent:US10736564B2,基于,技术原理:强化学习,US10736564B2
Patent:US10736564B2,包括,核心部件:电气控制电路,US10736564B2
Patent:US10736564B2,包括,核心部件:计算设备,US10736564B2
Patent:US10736564B2,包括,核心部件:音频输出设备,US10736564B2
Patent:US10736564B2,包括,核心部件:视频输出设备,US10736564B2
Patent:US10736564B2,属于,技术主题:物理康复器械 (A61H1),US10736564B2
Patent:US10736564B2,公开国家,国家:美国,US10736564B2
Patent:US10736564B2,公开年,年份:2016,US10736564B2
Patent:US20090062629A1,解决,技术问题:评估和选择用于引入刺激材料的时间和空间位置,US20090062629A1
Patent:US20090062629A1,应用于,应用场景:视频流,US20090062629A1
Patent:US20090062629A1,应用于,应用场景:物理位置,US20090062629A1
Patent:US20090062629A1,应用于,应用场景:印刷广告,US20090062629A1
Patent:US20090062629A1,应用于,应用场景:商店货架,US20090062629A1
Patent:US20090062629A1,应用于,应用场景:图像,US20090062629A1
Patent:US20090062629A1,应用于,应用场景:广告,US20090062629A1
Patent:US20090062629A1,采用,技术方法:选择位置,US20090062629A1
Patent:US20090062629A1,采用,技术方法:分析来自暴露于不同时间和空间位置的刺激材料的受试者的神经反应测量,US20090062629A1
Patent:US20090062629A1,采用,技术方法:选择位置,US20090062629A1
Patent:US20090062629A1,基于,技术原理:神经响应测量,US20090062629A1
技术方法:分析来自暴露于不同时间和空间位置的刺激材料的受试者的神经反应测量,处理,生物信号类型:脑电图(EEG),US20090062629A1
技术方法:分析来自暴露于不同时间和空间位置的刺激材料的受试者的神经反应测量,处理,生物信号类型:皮肤电流响应(GSR),US20090062629A1
技术方法:分析来自暴露于不同时间和空间位置的刺激材料的受试者的神经反应测量,处理,生物信号类型:心电图(EKG),US20090062629A1
技术方法:分析来自暴露于不同时间和空间位置的刺激材料的受试者的神经反应测量,处理,生物信号类型:眼电描记术(EOG),US20090062629A1
技术方法:分析来自暴露于不同时间和空间位置的刺激材料的受试者的神经反应测量,处理,生物信号类型:眼跟踪,US20090062629A1
技术方法:分析来自暴露于不同时间和空间位置的刺激材料的受试者的神经反应测量,处理,生物信号类型:面部情绪编码测量,US20090062629A1
Patent:US20090062629A1,属于,技术主题:身体诊断测量 (A61B5),US20090062629A1
Patent:US20090062629A1,公开国家,国家:美国,US20090062629A1
Patent:US20090062629A1,公开年,年份:2008,US20090062629A1
Patent:US20090063256A1,解决,技术问题:评估消费者体验描绘效果,US20090063256A1
Patent:US20090063256A1,应用于,应用场景:消费者体验刻画效果评估,US20090063256A1
Patent:US20090063256A1,采用,技术方法:神经响应测量,US20090063256A1
Patent:US20090063256A1,采用,技术方法:多模态数据采集,US20090063256A1
Patent:US20090063256A1,采用,技术方法:数据分析,US20090063256A1
Patent:US20090063256A1,基于,技术原理:神经响应测量评估,US20090063256A1
技术方法:神经响应测量,处理,生物信号类型:脑电图(EEG),US20090063256A1
技术方法:神经响应测量,处理,生物信号类型:皮肤电流响应(GSR),US20090063256A1
技术方法:神经响应测量,处理,生物信号类型:心电图(EKG),US20090063256A1
技术方法:神经响应测量,处理,生物信号类型:眼电描记术(EOG),US20090063256A1
技术方法:神经响应测量,处理,生物信号类型:眼跟踪,US20090063256A1
技术方法:神经响应测量,处理,生物信号类型:面部表情,US20090063256A1
Patent:US20090063256A1,属于,技术主题:数据处理 (G06F17),US20090063256A1
Patent:US20090063256A1,公开国家,国家:美国,US20090063256A1
Patent:US20090063256A1,公开年,年份:2008,US20090063256A1
Patent:US20110046502A1,解决,技术问题:识别刺激材料,US20110046502A1
Patent:US20110046502A1,解决,技术问题:收集神经响应数据,US20110046502A1
Patent:US20110046502A1,应用于,应用场景:家庭,US20110046502A1
Patent:US20110046502A1,应用于,应用场景:市场研究,US20110046502A1
Patent:US20110046502A1,应用于,应用场景:环境,US20110046502A1
Patent:US20110046502A1,采用,技术方法:分布式机制,US20110046502A1
Patent:US20110046502A1,采用,技术方法:数据收集,US20110046502A1
Patent:US20110046502A1,采用,技术方法:数据传输,US20110046502A1
Patent:US20110046502A1,采用,技术方法:处理,US20110046502A1
Patent:US20110046502A1,采用,技术方法:处理,US20110046502A1
Patent:US20110046502A1,包括,核心部件:照相机,US20110046502A1
Patent:US20110046502A1,包括,核心部件:录音机,US20110046502A1
Patent:US20110046502A1,包括,核心部件:录像机,US20110046502A1
Patent:US20110046502A1,包括,核心部件:处理器,US20110046502A1
Patent:US20110046502A1,包括,核心部件:神经响应数据分析器,US20110046502A1
技术方法:数据收集,处理,生物信号类型:脑电图(EEG),US20110046502A1
技术方法:数据收集,处理,生物信号类型:眼电描记术(EOG),US20110046502A1
技术方法:数据收集,处理,生物信号类型:眼跟踪,US20110046502A1
技术方法:数据收集,处理,生物信号类型:面部表情,US20110046502A1
Patent:US20110046502A1,属于,技术主题:身体诊断测量 (A61B5),US20110046502A1
Patent:US20110046502A1,公开国家,国家:美国,US20110046502A1
Patent:US20110046502A1,公开年,年份:2009,US20110046502A1
Patent:US20110046504A1,解决,技术问题:收集神经响应数据,US20110046504A1
Patent:US20110046504A1,应用于,应用场景:营销材料,US20110046504A1
Patent:US20110046504A1,应用于,应用场景:娱乐,US20110046504A1
Patent:US20110046504A1,应用于,应用场景:环境,US20110046504A1
Patent:US20110046504A1,应用于,应用场景:环境,US20110046504A1
Patent:US20110046504A1,采用,技术方法:分布式神经响应数据采集,US20110046504A1
Patent:US20110046504A1,采用,技术方法:数据处理,US20110046504A1
Patent:US20110046504A1,基于,技术原理:神经响应数据,US20110046504A1
Patent:US20110046504A1,包括,核心部件:神经反应数据收集机制,US20110046504A1
Patent:US20110046504A1,包括,核心部件:数据分析器,US20110046504A1
技术方法:分布式神经响应数据采集,处理,生物信号类型:脑电图(EEG),US20110046504A1
技术方法:分布式神经响应数据采集,处理,生物信号类型:眼电图(EOG),US20110046504A1
技术方法:数据处理,处理,生物信号类型:脑电图(EEG),US20110046504A1
技术方法:数据处理,处理,生物信号类型:眼电图(EOG),US20110046504A1
Patent:US20110046504A1,属于,技术主题:身体诊断测量 (A61B5),US20110046504A1
Patent:US20110046504A1,公开国家,国家:美国,US20110046504A1
Patent:US20110046504A1,公开年,年份:2010,US20110046504A1
Patent:US20090030930A1,解决,技术问题:有效地生成、管理和访问从暴露于刺激材料的受试者获得的中枢神经系统、自主神经系统、效应器数据和行为数据,US20090030930A1
Patent:US20090030930A1,应用于,应用场景:设计,US20090030930A1
Patent:US20090030930A1,采用,技术方法:存储,US20090030930A1
Patent:US20090030930A1,采用,技术方法:查询,US20090030930A1
Patent:US20090030930A1,采用,技术方法:报告生成,US20090030930A1
Patent:US20090030930A1,采用,技术方法:分析,US20090030930A1
Patent:US20090030930A1,采用,技术方法:可视化,US20090030930A1
技术方法:存储,处理,生物信号类型:脑电图(EEG),US20090030930A1
技术方法:存储,处理,生物信号类型:眼电描记术(EOG),US20090030930A1
技术方法:存储,处理,生物信号类型:皮肤电反应(GSR),US20090030930A1
技术方法:存储,处理,生物信号类型:事件相关电位(ERP),US20090030930A1
Patent:US20090030930A1,属于,技术主题:信息其他应用 (G16Z99),US20090030930A1
Patent:US20090030930A1,公开国家,国家:美国,US20090030930A1
Patent:US20090030930A1,公开年,年份:2008,US20090030930A1
Patent:US20090036756A1,解决,技术问题:确定神经响应刺激和刺激属性共振,US20090036756A1
Patent:US20090036756A1,应用于,应用场景:通信,US20090036756A1
Patent:US20090036756A1,应用于,应用场景:概念,US20090036756A1
Patent:US20090036756A1,应用于,应用场景:体验,US20090036756A1
Patent:US20090036756A1,应用于,应用场景:消息,US20090036756A1
Patent:US20090036756A1,应用于,应用场景:图像,US20090036756A1
Patent:US20090036756A1,应用于,应用场景:音频,US20090036756A1
Patent:US20090036756A1,应用于,应用场景:定价,US20090036756A1
Patent:US20090036756A1,应用于,应用场景:营销材料,US20090036756A1
Patent:US20090036756A1,采用,技术方法:分析神经响应数据,US20090036756A1
Patent:US20090036756A1,基于,技术原理:刺激属性共振,US20090036756A1
技术方法:分析神经响应数据,处理,生物信号类型:事件相关电位(ERP),US20090036756A1
技术方法:分析神经响应数据,处理,生物信号类型:脑电图(EEG),US20090036756A1
技术方法:分析神经响应数据,处理,生物信号类型:皮肤电反应(GSR),US20090036756A1
技术方法:分析神经响应数据,处理,生物信号类型:心电图(EKG),US20090036756A1
技术方法:分析神经响应数据,处理,生物信号类型:眼电描记术(EOG),US20090036756A1
技术方法:分析神经响应数据,处理,生物信号类型:眼跟踪,US20090036756A1
技术方法:分析神经响应数据,处理,生物信号类型:面部情感编码,US20090036756A1
Patent:US20090036756A1,属于,技术主题:身体诊断测量 (A61B5),US20090036756A1
Patent:US20090036756A1,公开国家,国家:美国,US20090036756A1
Patent:US20090036756A1,公开年,年份:2008,US20090036756A1
Patent:US20090036755A1,解决,技术问题:评估和提取实体和关系形成,US20090036755A1
Patent:US20090036755A1,应用于,应用场景:营销,US20090036755A1
Patent:US20090036755A1,应用于,应用场景:广告,US20090036755A1
Patent:US20090036755A1,应用于,应用场景:娱乐,US20090036755A1
Patent:US20090036755A1,采用,技术方法:神经响应测量,US20090036755A1
Patent:US20090036755A1,采用,技术方法:实体和关系评估和提取,US20090036755A1
Patent:US20090036755A1,基于,技术原理:神经响应数据,US20090036755A1
技术方法:神经响应测量,处理,生物信号类型:中枢神经系统数据,US20090036755A1
技术方法:神经响应测量,处理,生物信号类型:自主神经系统数据,US20090036755A1
技术方法:神经响应测量,处理,生物信号类型:行为数据,US20090036755A1
技术方法:脑电图(EEG),处理,生物信号类型:脑电图(EEG),US20090036755A1
技术方法:皮肤电流反应(GSR),处理,生物信号类型:皮肤电流反应(GSR),US20090036755A1
技术方法:心电图(EKG),处理,生物信号类型:心电图(EKG),US20090036755A1
技术方法:眼电描记术(EOG),处理,生物信号类型:眼电描记术(EOG),US20090036755A1
技术方法:情绪识别,处理,生物信号类型:眼跟踪,US20090036755A1
技术方法:情绪识别,处理,生物信号类型:面部表情,US20090036755A1
Patent:US20090036755A1,属于,技术主题:身体诊断测量 (A61B5),US20090036755A1
Patent:US20090036755A1,公开国家,国家:美国,US20090036755A1
Patent:US20090036755A1,公开年,年份:2008,US20090036755A1
Patent:US20110046503A1,解决,技术问题:来自头发的干扰最小,US20110046503A1
Patent:US20110046503A1,解决,技术问题:不需要导电凝胶,US20110046503A1
Patent:US20110046503A1,应用于,应用场景:脑电图(EEG)系统,US20110046503A1
Patent:US20110046503A1,采用,技术方法:锯齿形、角形、梳形等形状的支撑壳体,US20110046503A1
Patent:US20110046503A1,采用,技术方法:每个电极具有用于头皮放置的多个触点,US20110046503A1
Patent:US20110046503A1,采用,技术方法:每个外壳可以提供用于数据分析的一个或多个聚集信号,US20110046503A1
Patent:US20110046503A1,采用,技术方法:使用带子、弹性帽、弹簧型材料、胶带等附接到头皮,US20110046503A1
Patent:US20110046503A1,基于,技术原理:可以忽略来自单个触点的信号,US20110046503A1
Patent:US20110046503A1,基于,技术原理:每个电极可以被放置在邻近电极的附近,US20110046503A1
Patent:US20110046503A1,包括,核心部件:支撑壳体,US20110046503A1
Patent:US20110046503A1,包括,核心部件:干电极外壳,US20110046503A1
Patent:US20110046503A1,包括,核心部件:电极,US20110046503A1
Patent:US20110046503A1,包括,核心部件:电极触点,US20110046503A1
Patent:US20110046503A1,包括,核心部件:带子、弹性帽、弹簧型材料、胶带,US20110046503A1
技术方法:干电极设计,处理,生物信号类型:脑电图(EEG),US20110046503A1
技术方法:干电极设计,处理,生物信号类型:神经活动,US20110046503A1
Patent:US20110046503A1,属于,技术主题:身体诊断测量 (A61B5),US20110046503A1
Patent:US20110046503A1,公开国家,国家:美国,US20110046503A1
Patent:US20110046503A1,公开年,年份:2009,US20110046503A1
Patent:US8392251B2,解决,技术问题:确定刺激材料的有效性,US8392251B2
Patent:US8392251B2,解决,技术问题:位置感知呈现,US8392251B2
Patent:US8392251B2,应用于,应用场景:无线设备,US8392251B2
Patent:US8392251B2,应用于,应用场景:商店监视器,US8392251B2
Patent:US8392251B2,应用于,应用场景:广告牌,US8392251B2
Patent:US8392251B2,应用于,应用场景:显示器,US8392251B2
Patent:US8392251B2,采用,技术方法:识别用户的位置,US8392251B2
Patent:US8392251B2,采用,技术方法:呈现位置感知刺激材料,US8392251B2
Patent:US8392251B2,采用,技术方法:基于位置和路径信息传递,US8392251B2
Patent:US8392251B2,采用,技术方法:修改刺激材料,US8392251B2
Patent:US8392251B2,采用,技术方法:收集神经响应数据,US8392251B2
Patent:US8392251B2,采用,技术方法:评估神经响应有效性,US8392251B2
Patent:US8392251B2,基于,技术原理:位置感知,US8392251B2
Patent:US8392251B2,基于,技术原理:个性化,US8392251B2
Patent:US8392251B2,基于,技术原理:神经响应评估,US8392251B2
Patent:US8392251B2,包括,核心部件:便携式脑电图(EEG)耳机,US8392251B2
Patent:US8392251B2,包括,核心部件:无线设备,US8392251B2
Patent:US8392251B2,包括,核心部件:管理服务器,US8392251B2
Patent:US8392251B2,包括,核心部件:广告牌,US8392251B2
Patent:US8392251B2,包括,核心部件:显示器,US8392251B2
技术方法:收集神经响应数据,处理,生物信号类型:脑电图(EEG),US8392251B2
技术方法:评估神经响应有效性,处理,生物信号类型:脑电图(EEG),US8392251B2
Patent:US8392251B2,属于,技术主题:商业交易系统 (G06Q30),US8392251B2
Patent:US8392251B2,公开国家,国家:美国,US8392251B2
Patent:US8392251B2,公开年,年份:2010,US8392251B2
Patent:US20090030303A1,解决,技术问题:评估刺激材料的有效性,US20090030303A1
Patent:US20090030303A1,解决,技术问题:移除跨模态干扰,US20090030303A1
Patent:US20090030303A1,应用于,应用场景:广告分析,US20090030303A1
Patent:US20090030303A1,应用于,应用场景:观众反应分析,US20090030303A1
Patent:US20090030303A1,采用,技术方法:数据清理,US20090030303A1
Patent:US20090030303A1,采用,技术方法:分析,US20090030303A1
Patent:US20090030303A1,采用,技术方法:结合评估,US20090030303A1
Patent:US20090030303A1,采用,技术方法:数据清理,US20090030303A1
Patent:US20090030303A1,基于,技术原理:多模态数据结合评估,US20090030303A1
Patent:US20090030303A1,包括,核心部件:信号采集模块,US20090030303A1
Patent:US20090030303A1,包括,核心部件:数据清理器机制,US20090030303A1
技术方法:数据清理,处理,生物信号类型:脑电图(EEG),US20090030303A1
技术方法:数据清理,处理,生物信号类型:功能磁共振成像(FMRI),US20090030303A1
技术方法:分析,处理,生物信号类型:脑电图(EEG),US20090030303A1
技术方法:分析,处理,生物信号类型:功能磁共振成像(FMRI),US20090030303A1
技术方法:结合评估,处理,生物信号类型:脑电图(EEG),US20090030303A1
技术方法:结合评估,处理,生物信号类型:功能磁共振成像(FMRI),US20090030303A1
技术方法:数据清理,处理,生物信号类型:脑电图(EEG),US20090030303A1
技术方法:数据清理,处理,生物信号类型:功能磁共振成像(FMRI),US20090030303A1
技术方法:数据清理,处理,生物信号类型:眼电描记术(EOG),US20090030303A1
技术方法:数据清理,处理,生物信号类型:皮肤电反应(GSR),US20090030303A1
Patent:US20090030303A1,属于,技术主题:身体诊断测量 (A61B5),US20090030303A1
Patent:US20090030303A1,公开国家,国家:美国,US20090030303A1
Patent:US20090030303A1,公开年,年份:2008,US20090030303A1
Patent:US20090082643A1,解决,技术问题:评估用户体验,US20090082643A1
Patent:US20090082643A1,应用于,应用场景:营销,US20090082643A1
Patent:US20090082643A1,应用于,应用场景:娱乐,US20090082643A1
Patent:US20090082643A1,采用,技术方法:数据收集,US20090082643A1
Patent:US20090082643A1,采用,技术方法:数据清除,US20090082643A1
Patent:US20090082643A1,采用,技术方法:快速傅里叶变换,US20090082643A1
Patent:US20090082643A1,采用,技术方法:跨模态响应合成,US20090082643A1
Patent:US20090082643A1,基于,技术原理:多模态数据结合评估,US20090082643A1
Patent:US20090082643A1,基于,技术原理:多模态数据结合评估,US20090082643A1
Patent:US20090082643A1,基于,技术原理:多模态数据结合评估,US20090082643A1
Patent:US20090082643A1,包括,核心部件:信号采集模块,US20090082643A1
Patent:US20090082643A1,包括,核心部件:数据清除器机制,US20090082643A1
技术方法:数据收集,处理,生物信号类型:脑磁图(MEG),US20090082643A1
技术方法:数据收集,处理,生物信号类型:眼电图(EOG),US20090082643A1
技术方法:数据收集,处理,生物信号类型:皮肤原电响应(GSR),US20090082643A1
技术方法:数据清除,处理,生物信号类型:脑磁图(MEG),US20090082643A1
技术方法:数据清除,处理,生物信号类型:眼电图(EOG),US20090082643A1
技术方法:数据清除,处理,生物信号类型:皮肤原电响应(GSR),US20090082643A1
技术方法:快速傅里叶变换,处理,生物信号类型:脑磁图(MEG),US20090082643A1
技术方法:快速傅里叶变换,处理,生物信号类型:眼电图(EOG),US20090082643A1
技术方法:快速傅里叶变换,处理,生物信号类型:皮肤原电响应(GSR),US20090082643A1
技术方法:跨模态响应合成,处理,生物信号类型:脑磁图(MEG),US20090082643A1
技术方法:跨模态响应合成,处理,生物信号类型:眼电图(EOG),US20090082643A1
技术方法:跨模态响应合成,处理,生物信号类型:皮肤原电响应(GSR),US20090082643A1
Patent:US20090082643A1,属于,技术主题:身体诊断测量 (A61B5),US20090082643A1
Patent:US20090082643A1,公开国家,国家:美国,US20090082643A1
Patent:US20090082643A1,公开年,年份:2008,US20090082643A1
Patent:US2018353096A1,解决,技术问题:获取用户脑电图信号时电极难以穿过头发接触头皮,US2018353096A1
Patent:US2018353096A1,应用于,应用场景:可穿戴设备,US2018353096A1
Patent:US2018353096A1,应用于,应用场景:脑电图信号采集,US2018353096A1
Patent:US2018353096A1,采用,技术方法:电极腿弹性弯曲,US2018353096A1
Patent:US2018353096A1,采用,技术方法:导电材料覆盖第二端,US2018353096A1
